Code,Sektor,Sub_Sektor,Ticker_YF,Link
FIRE,Energi,Distribusi Batu Bara,FIRE.JK,https://stockbit.com/symbol/FIRE
BBRM,Energi,Distribusi Batu Bara,BBRM.JK,https://stockbit.com/symbol/BBRM
SGER,Energi,Distribusi Batu Bara,SGER.JK,https://stockbit.com/symbol/SGER
RMKE,Energi,Distribusi Batu Bara,RMKE.JK,https://stockbit.com/symbol/RMKE
PSAT,Energi,Distribusi Batu Bara,PSAT.JK,https://stockbit.com/symbol/PSAT
MAHA,Energi,Distribusi Batu Bara,MAHA.JK,https://stockbit.com/symbol/MAHA
TPMA,Energi,Distribusi Batu Bara,TPMA.JK,https://stockbit.com/symbol/TPMA
MBSS,Energi,Distribusi Batu Bara,MBSS.JK,https://stockbit.com/symbol/MBSS
ALII,Energi,Distribusi Batu Bara,ALII.JK,https://stockbit.com/symbol/ALII
BSML,Energi,Distribusi Batu Bara,BSML.JK,https://stockbit.com/symbol/BSML
DWGL,Energi,Distribusi Batu Bara,DWGL.JK,https://stockbit.com/symbol/DWGL
PSSI,Energi,Distribusi Batu Bara,PSSI.JK,https://stockbit.com/symbol/PSSI
CNKO,Energi,Distribusi Batu Bara,CNKO.JK,https://stockbit.com/symbol/CNKO
TCPI,Energi,Distribusi Batu Bara,TCPI.JK,https://stockbit.com/symbol/TCPI
BESS,Energi,Distribusi Batu Bara,BESS.JK,https://stockbit.com/symbol/BESS
RIGS,Energi,Distribusi Batu Bara,RIGS.JK,https://stockbit.com/symbol/RIGS
CANI,Energi,Distribusi Batu Bara,CANI.JK,https://stockbit.com/symbol/CANI
PTIS,Energi,Distribusi Batu Bara,PTIS.JK,https://stockbit.com/symbol/PTIS
ADRO,Energi,Batu Bara,ADRO.JK,https://stockbit.com/symbol/ADRO
BUMI,Energi,Batu Bara,BUMI.JK,https://stockbit.com/symbol/BUMI
PTBA,Energi,Batu Bara,PTBA.JK,https://stockbit.com/symbol/PTBA
ITMG,Energi,Batu Bara,ITMG.JK,https://stockbit.com/symbol/ITMG
CUAN,Energi,Batu Bara,CUAN.JK,https://stockbit.com/symbol/CUAN
HRUM,Energi,Batu Bara,HRUM.JK,https://stockbit.com/symbol/HRUM
ADMR,Energi,Batu Bara,ADMR.JK,https://stockbit.com/symbol/ADMR
AADI,Energi,Batu Bara,AADI.JK,https://stockbit.com/symbol/AADI
DSSA,Energi,Batu Bara,DSSA.JK,https://stockbit.com/symbol/DSSA
TOBA,Energi,Batu Bara,TOBA.JK,https://stockbit.com/symbol/TOBA
INDY,Energi,Batu Bara,INDY.JK,https://stockbit.com/symbol/INDY
COAL,Energi,Batu Bara,COAL.JK,https://stockbit.com/symbol/COAL
BSSR,Energi,Batu Bara,BSSR.JK,https://stockbit.com/symbol/BSSR
IATA,Energi,Batu Bara,IATA.JK,https://stockbit.com/symbol/IATA
GEMS,Energi,Batu Bara,GEMS.JK,https://stockbit.com/symbol/GEMS
BYAN,Energi,Batu Bara,BYAN.JK,https://stockbit.com/symbol/BYAN
ABMM,Energi,Batu Bara,ABMM.JK,https://stockbit.com/symbol/ABMM
KKGI,Energi,Batu Bara,KKGI.JK,https://stockbit.com/symbol/KKGI
MBAP,Energi,Batu Bara,MBAP.JK,https://stockbit.com/symbol/MBAP
SMMT,Energi,Batu Bara,SMMT.JK,https://stockbit.com/symbol/SMMT
MCOL,Energi,Batu Bara,MCOL.JK,https://stockbit.com/symbol/MCOL
ARII,Energi,Batu Bara,ARII.JK,https://stockbit.com/symbol/ARII
BOSS,Energi,Batu Bara,BOSS.JK,https://stockbit.com/symbol/BOSS
GTBO,Energi,Batu Bara,GTBO.JK,https://stockbit.com/symbol/GTBO
AIMS,Energi,Batu Bara,AIMS.JK,https://stockbit.com/symbol/AIMS
TRAM,Energi,Batu Bara,TRAM.JK,https://stockbit.com/symbol/TRAM
ENRG,Energi,Produksi Penyulingan Migas,ENRG.JK,https://stockbit.com/symbol/ENRG
MEDC,Energi,Produksi Penyulingan Migas,MEDC.JK,https://stockbit.com/symbol/MEDC
RATU,Energi,Produksi Penyulingan Migas,RATU.JK,https://stockbit.com/symbol/RATU
SURE,Energi,Produksi Penyulingan Migas,SURE.JK,https://stockbit.com/symbol/SURE
SUGI,Energi,Produksi Penyulingan Migas,SUGI.JK,https://stockbit.com/symbol/SUGI
PGAS,Energi,Penyimpanan Distribusi Migas,PGAS.JK,https://stockbit.com/symbol/PGAS
RAJA,Energi,Penyimpanan Distribusi Migas,RAJA.JK,https://stockbit.com/symbol/RAJA
BULL,Energi,Penyimpanan Distribusi Migas,BULL.JK,https://stockbit.com/symbol/BULL
HUMI,Energi,Penyimpanan Distribusi Migas,HUMI.JK,https://stockbit.com/symbol/HUMI
GTSI,Energi,Penyimpanan Distribusi Migas,GTSI.JK,https://stockbit.com/symbol/GTSI
AKRA,Energi,Penyimpanan Distribusi Migas,AKRA.JK,https://stockbit.com/symbol/AKRA
SOCI,Energi,Penyimpanan Distribusi Migas,SOCI.JK,https://stockbit.com/symbol/SOCI
LEAD,Energi,Penyimpanan Distribusi Migas,LEAD.JK,https://stockbit.com/symbol/LEAD
CGAS,Energi,Penyimpanan Distribusi Migas,CGAS.JK,https://stockbit.com/symbol/CGAS
MTFN,Energi,Penyimpanan Distribusi Migas,MTFN.JK,https://stockbit.com/symbol/MTFN
KOPI,Energi,Penyimpanan Distribusi Migas,KOPI.JK,https://stockbit.com/symbol/KOPI
SHIP,Energi,Penyimpanan Distribusi Migas,SHIP.JK,https://stockbit.com/symbol/SHIP
INPS,Energi,Penyimpanan Distribusi Migas,INPS.JK,https://stockbit.com/symbol/INPS
HITS,Energi,Penyimpanan Distribusi Migas,HITS.JK,https://stockbit.com/symbol/HITS
SEMA,Energi,Peralatan Energi Alternatif,SEMA.JK,https://stockbit.com/symbol/SEMA
JSKY,Energi,Peralatan Energi Alternatif,JSKY.JK,https://stockbit.com/symbol/JSKY
DEWA,Energi,Jasa Migas Batu Bara,DEWA.JK,https://stockbit.com/symbol/DEWA
PTRO,Energi,Jasa Migas Batu Bara,PTRO.JK,https://stockbit.com/symbol/PTRO
ATLA,Energi,Jasa Migas Batu Bara,ATLA.JK,https://stockbit.com/symbol/ATLA
RMKO,Energi,Jasa Migas Batu Bara,RMKO.JK,https://stockbit.com/symbol/RMKO
DOID,Energi,Jasa Migas Batu Bara,DOID.JK,https://stockbit.com/symbol/DOID
WOWS,Energi,Jasa Migas Batu Bara,WOWS.JK,https://stockbit.com/symbol/WOWS
BOAT,Energi,Jasa Migas Batu Bara,BOAT.JK,https://stockbit.com/symbol/BOAT
WINS,Energi,Jasa Migas Batu Bara,WINS.JK,https://stockbit.com/symbol/WINS
SICO,Energi,Jasa Migas Batu Bara,SICO.JK,https://stockbit.com/symbol/SICO
HILL,Energi,Jasa Migas Batu Bara,HILL.JK,https://stockbit.com/symbol/HILL
UNIQ,Energi,Jasa Migas Batu Bara,UNIQ.JK,https://stockbit.com/symbol/UNIQ
RGAS,Energi,Jasa Migas Batu Bara,RGAS.JK,https://stockbit.com/symbol/RGAS
TAMU,Energi,Jasa Migas Batu Bara,TAMU.JK,https://stockbit.com/symbol/TAMU
RUIS,Energi,Jasa Migas Batu Bara,RUIS.JK,https://stockbit.com/symbol/RUIS
PKPK,Energi,Jasa Migas Batu Bara,PKPK.JK,https://stockbit.com/symbol/PKPK
ITMA,Energi,Jasa Migas Batu Bara,ITMA.JK,https://stockbit.com/symbol/ITMA
MYOH,Energi,Jasa Migas Batu Bara,MYOH.JK,https://stockbit.com/symbol/MYOH
MKAP,Energi,Jasa Migas Batu Bara,MKAP.JK,https://stockbit.com/symbol/MKAP
ARTI,Energi,Jasa Migas Batu Bara,ARTI.JK,https://stockbit.com/symbol/ARTI
SUNI,Energi,Jasa Migas Batu Bara,SUNI.JK,https://stockbit.com/symbol/SUNI
SMRU,Energi,Jasa Migas Batu Bara,SMRU.JK,https://stockbit.com/symbol/SMRU
BRPT,Barang-Baku,Kimia Dasar,BRPT.JK,https://stockbit.com/symbol/BRPT
TPIA,Barang-Baku,Kimia Dasar,TPIA.JK,https://stockbit.com/symbol/TPIA
ESSA,Barang-Baku,Kimia Dasar,ESSA.JK,https://stockbit.com/symbol/ESSA
FPNI,Barang-Baku,Kimia Dasar,FPNI.JK,https://stockbit.com/symbol/FPNI
AGII,Barang-Baku,Kimia Dasar,AGII.JK,https://stockbit.com/symbol/AGII
CHEM,Barang-Baku,Kimia Dasar,CHEM.JK,https://stockbit.com/symbol/CHEM
OKAS,Barang-Baku,Kimia Dasar,OKAS.JK,https://stockbit.com/symbol/OKAS
SRSN,Barang-Baku,Kimia Dasar,SRSN.JK,https://stockbit.com/symbol/SRSN
MOLI,Barang-Baku,Kimia Dasar,MOLI.JK,https://stockbit.com/symbol/MOLI
SMLE,Barang-Baku,Kimia Dasar,SMLE.JK,https://stockbit.com/symbol/SMLE
ADMG,Barang-Baku,Kimia Dasar,ADMG.JK,https://stockbit.com/symbol/ADMG
MDKI,Barang-Baku,Kimia Dasar,MDKI.JK,https://stockbit.com/symbol/MDKI
UNIC,Barang-Baku,Kimia Dasar,UNIC.JK,https://stockbit.com/symbol/UNIC
LTLS,Barang-Baku,Kimia Dasar,LTLS.JK,https://stockbit.com/symbol/LTLS
SBMA,Barang-Baku,Kimia Dasar,SBMA.JK,https://stockbit.com/symbol/SBMA
BMSR,Barang-Baku,Kimia Dasar,BMSR.JK,https://stockbit.com/symbol/BMSR
INCI,Barang-Baku,Kimia Dasar,INCI.JK,https://stockbit.com/symbol/INCI
KKES,Barang-Baku,Kimia Dasar,KKES.JK,https://stockbit.com/symbol/KKES
ETWA,Barang-Baku,Kimia Dasar,ETWA.JK,https://stockbit.com/symbol/ETWA
TDPM,Barang-Baku,Kimia Dasar,TDPM.JK,https://stockbit.com/symbol/TDPM
EMAS,Barang-Baku,Emas,EMAS.JK,https://stockbit.com/symbol/EMAS
ARCI,Barang-Baku,Emas,ARCI.JK,https://stockbit.com/symbol/ARCI
PSAB,Barang-Baku,Emas,PSAB.JK,https://stockbit.com/symbol/PSAB
SQMI,Barang-Baku,Emas,SQMI.JK,https://stockbit.com/symbol/SQMI
AVIA,Barang-Baku,Kimia Khusus,AVIA.JK,https://stockbit.com/symbol/AVIA
EKAD,Barang-Baku,Kimia Khusus,EKAD.JK,https://stockbit.com/symbol/EKAD
CLPI,Barang-Baku,Kimia Khusus,CLPI.JK,https://stockbit.com/symbol/CLPI
OBMD,Barang-Baku,Kimia Khusus,OBMD.JK,https://stockbit.com/symbol/OBMD
APLI,Barang-Baku,Kimia Khusus,APLI.JK,https://stockbit.com/symbol/APLI
AKPI,Barang-Baku,Kimia Khusus,AKPI.JK,https://stockbit.com/symbol/AKPI
DPNS,Barang-Baku,Kimia Khusus,DPNS.JK,https://stockbit.com/symbol/DPNS
ANTM,Barang-Baku,Logam Mineral Lainnya,ANTM.JK,https://stockbit.com/symbol/ANTM
BRMS,Barang-Baku,Logam Mineral Lainnya,BRMS.JK,https://stockbit.com/symbol/BRMS
MDKA,Barang-Baku,Logam Mineral Lainnya,MDKA.JK,https://stockbit.com/symbol/MDKA
TINS,Barang-Baku,Logam Mineral Lainnya,TINS.JK,https://stockbit.com/symbol/TINS
MBMA,Barang-Baku,Logam Mineral Lainnya,MBMA.JK,https://stockbit.com/symbol/MBMA
INCO,Barang-Baku,Logam Mineral Lainnya,INCO.JK,https://stockbit.com/symbol/INCO
NCKL,Barang-Baku,Logam Mineral Lainnya,NCKL.JK,https://stockbit.com/symbol/NCKL
NICL,Barang-Baku,Logam Mineral Lainnya,NICL.JK,https://stockbit.com/symbol/NICL
DKFT,Barang-Baku,Logam Mineral Lainnya,DKFT.JK,https://stockbit.com/symbol/DKFT
NIKL,Barang-Baku,Logam Mineral Lainnya,NIKL.JK,https://stockbit.com/symbol/NIKL
SMGA,Barang-Baku,Logam Mineral Lainnya,SMGA.JK,https://stockbit.com/symbol/SMGA
DAAZ,Barang-Baku,Logam Mineral Lainnya,DAAZ.JK,https://stockbit.com/symbol/DAAZ
MINE,Barang-Baku,Logam Mineral Lainnya,MINE.JK,https://stockbit.com/symbol/MINE
NICE,Barang-Baku,Logam Mineral Lainnya,NICE.JK,https://stockbit.com/symbol/NICE
ZINC,Barang-Baku,Logam Mineral Lainnya,ZINC.JK,https://stockbit.com/symbol/ZINC
IFSH,Barang-Baku,Logam Mineral Lainnya,IFSH.JK,https://stockbit.com/symbol/IFSH
PURE,Barang-Baku,Logam Mineral Lainnya,PURE.JK,https://stockbit.com/symbol/PURE
SULI,Barang-Baku,Kayu,SULI.JK,https://stockbit.com/symbol/SULI
FWCT,Barang-Baku,Kayu,FWCT.JK,https://stockbit.com/symbol/FWCT
TIRT,Barang-Baku,Kayu,TIRT.JK,https://stockbit.com/symbol/TIRT
IFII,Barang-Baku,Kayu,IFII.JK,https://stockbit.com/symbol/IFII
KAYU,Barang-Baku,Kayu,KAYU.JK,https://stockbit.com/symbol/KAYU
NPGF,Barang-Baku,Kimia Pertanian,NPGF.JK,https://stockbit.com/symbol/NPGF
DGWG,Barang-Baku,Kimia Pertanian,DGWG.JK,https://stockbit.com/symbol/DGWG
SAMF,Barang-Baku,Kimia Pertanian,SAMF.JK,https://stockbit.com/symbol/SAMF
SMGR,Barang-Baku,Material Konstruksi,SMGR.JK,https://stockbit.com/symbol/SMGR
INTP,Barang-Baku,Material Konstruksi,INTP.JK,https://stockbit.com/symbol/INTP
SOLA,Barang-Baku,Material Konstruksi,SOLA.JK,https://stockbit.com/symbol/SOLA
WSBP,Barang-Baku,Material Konstruksi,WSBP.JK,https://stockbit.com/symbol/WSBP
SMBR,Barang-Baku,Material Konstruksi,SMBR.JK,https://stockbit.com/symbol/SMBR
WTON,Barang-Baku,Material Konstruksi,WTON.JK,https://stockbit.com/symbol/WTON
AYLS,Barang-Baku,Material Konstruksi,AYLS.JK,https://stockbit.com/symbol/AYLS
BATR,Barang-Baku,Material Konstruksi,BATR.JK,https://stockbit.com/symbol/BATR
BLES,Barang-Baku,Material Konstruksi,BLES.JK,https://stockbit.com/symbol/BLES
BEBS,Barang-Baku,Material Konstruksi,BEBS.JK,https://stockbit.com/symbol/BEBS
SMCB,Barang-Baku,Material Konstruksi,SMCB.JK,https://stockbit.com/symbol/SMCB
CMNT,Barang-Baku,Material Konstruksi,CMNT.JK,https://stockbit.com/symbol/CMNT
INCF,Barang-Baku,Produk Hutan Lainnya,INCF.JK,https://stockbit.com/symbol/INCF
KMTR,Barang-Baku,Produk Hutan Lainnya,KMTR.JK,https://stockbit.com/symbol/KMTR
PACK,Barang-Baku,Wadah Kemasan,PACK.JK,https://stockbit.com/symbol/PACK
ESIP,Barang-Baku,Wadah Kemasan,ESIP.JK,https://stockbit.com/symbol/ESIP
ASPR,Barang-Baku,Wadah Kemasan,ASPR.JK,https://stockbit.com/symbol/ASPR
EPAC,Barang-Baku,Wadah Kemasan,EPAC.JK,https://stockbit.com/symbol/EPAC
PPRI,Barang-Baku,Wadah Kemasan,PPRI.JK,https://stockbit.com/symbol/PPRI
PBID,Barang-Baku,Wadah Kemasan,PBID.JK,https://stockbit.com/symbol/PBID
PICO,Barang-Baku,Wadah Kemasan,PICO.JK,https://stockbit.com/symbol/PICO
SPMA,Barang-Baku,Wadah Kemasan,SPMA.JK,https://stockbit.com/symbol/SPMA
IPOL,Barang-Baku,Wadah Kemasan,IPOL.JK,https://stockbit.com/symbol/IPOL
PDPP,Barang-Baku,Wadah Kemasan,PDPP.JK,https://stockbit.com/symbol/PDPP
TALF,Barang-Baku,Wadah Kemasan,TALF.JK,https://stockbit.com/symbol/TALF
ALDO,Barang-Baku,Wadah Kemasan,ALDO.JK,https://stockbit.com/symbol/ALDO
SMKL,Barang-Baku,Wadah Kemasan,SMKL.JK,https://stockbit.com/symbol/SMKL
IGAR,Barang-Baku,Wadah Kemasan,IGAR.JK,https://stockbit.com/symbol/IGAR
PTMR,Barang-Baku,Wadah Kemasan,PTMR.JK,https://stockbit.com/symbol/PTMR
YPAS,Barang-Baku,Wadah Kemasan,YPAS.JK,https://stockbit.com/symbol/YPAS
KDSI,Barang-Baku,Wadah Kemasan,KDSI.JK,https://stockbit.com/symbol/KDSI
BRNA,Barang-Baku,Wadah Kemasan,BRNA.JK,https://stockbit.com/symbol/BRNA
TRST,Barang-Baku,Wadah Kemasan,TRST.JK,https://stockbit.com/symbol/TRST
FASW,Barang-Baku,Wadah Kemasan,FASW.JK,https://stockbit.com/symbol/FASW
SIMA,Barang-Baku,Wadah Kemasan,SIMA.JK,https://stockbit.com/symbol/SIMA
AMMN,Barang-Baku,Tembaga,AMMN.JK,https://stockbit.com/symbol/AMMN
TBMS,Barang-Baku,Tembaga,TBMS.JK,https://stockbit.com/symbol/TBMS
INKP,Barang-Baku,Kertas,INKP.JK,https://stockbit.com/symbol/INKP
TKIM,Barang-Baku,Kertas,TKIM.JK,https://stockbit.com/symbol/TKIM
INTD,Barang-Baku,Kertas,INTD.JK,https://stockbit.com/symbol/INTD
SWAT,Barang-Baku,Kertas,SWAT.JK,https://stockbit.com/symbol/SWAT
INRU,Barang-Baku,Kertas,INRU.JK,https://stockbit.com/symbol/INRU
KBRI,Barang-Baku,Kertas,KBRI.JK,https://stockbit.com/symbol/KBRI
KRAS,Barang-Baku,Baja Besi,KRAS.JK,https://stockbit.com/symbol/KRAS
OPMS,Barang-Baku,Baja Besi,OPMS.JK,https://stockbit.com/symbol/OPMS
BAJA,Barang-Baku,Baja Besi,BAJA.JK,https://stockbit.com/symbol/BAJA
ISSP,Barang-Baku,Baja Besi,ISSP.JK,https://stockbit.com/symbol/ISSP
GDST,Barang-Baku,Baja Besi,GDST.JK,https://stockbit.com/symbol/GDST
GGRP,Barang-Baku,Baja Besi,GGRP.JK,https://stockbit.com/symbol/GGRP
BTON,Barang-Baku,Baja Besi,BTON.JK,https://stockbit.com/symbol/BTON
CTBN,Barang-Baku,Baja Besi,CTBN.JK,https://stockbit.com/symbol/CTBN
LMSH,Barang-Baku,Baja Besi,LMSH.JK,https://stockbit.com/symbol/LMSH
CITA,Barang-Baku,Aluminium,CITA.JK,https://stockbit.com/symbol/CITA
INAI,Barang-Baku,Aluminium,INAI.JK,https://stockbit.com/symbol/INAI
ALKA,Barang-Baku,Aluminium,ALKA.JK,https://stockbit.com/symbol/ALKA
HKMU,Barang-Baku,Aluminium,HKMU.JK,https://stockbit.com/symbol/HKMU
ALMI,Barang-Baku,Aluminium,ALMI.JK,https://stockbit.com/symbol/ALMI
HADE,Infrastruktur,Utilitas Gas,HADE.JK,https://stockbit.com/symbol/HADE
GMFI,Infrastruktur,Bandara,GMFI.JK,https://stockbit.com/symbol/GMFI
CASS,Infrastruktur,Bandara,CASS.JK,https://stockbit.com/symbol/CASS
ADHI,Infrastruktur,Konstruksi,ADHI.JK,https://stockbit.com/symbol/ADHI
PTPP,Infrastruktur,Konstruksi,PTPP.JK,https://stockbit.com/symbol/PTPP
WIKA,Infrastruktur,Konstruksi,WIKA.JK,https://stockbit.com/symbol/WIKA
WSKT,Infrastruktur,Konstruksi,WSKT.JK,https://stockbit.com/symbol/WSKT
SSIA,Infrastruktur,Konstruksi,SSIA.JK,https://stockbit.com/symbol/SSIA
PPRE,Infrastruktur,Konstruksi,PPRE.JK,https://stockbit.com/symbol/PPRE
KOKA,Infrastruktur,Konstruksi,KOKA.JK,https://stockbit.com/symbol/KOKA
NRCA,Infrastruktur,Konstruksi,NRCA.JK,https://stockbit.com/symbol/NRCA
KRYA,Infrastruktur,Konstruksi,KRYA.JK,https://stockbit.com/symbol/KRYA
TOTL,Infrastruktur,Konstruksi,TOTL.JK,https://stockbit.com/symbol/TOTL
WEGE,Infrastruktur,Konstruksi,WEGE.JK,https://stockbit.com/symbol/WEGE
JKON,Infrastruktur,Konstruksi,JKON.JK,https://stockbit.com/symbol/JKON
ASLI,Infrastruktur,Konstruksi,ASLI.JK,https://stockbit.com/symbol/ASLI
ACST,Infrastruktur,Konstruksi,ACST.JK,https://stockbit.com/symbol/ACST
PBSA,Infrastruktur,Konstruksi,PBSA.JK,https://stockbit.com/symbol/PBSA
SMKM,Infrastruktur,Konstruksi,SMKM.JK,https://stockbit.com/symbol/SMKM
DGIK,Infrastruktur,Konstruksi,DGIK.JK,https://stockbit.com/symbol/DGIK
BDKR,Infrastruktur,Konstruksi,BDKR.JK,https://stockbit.com/symbol/BDKR
MANG,Infrastruktur,Konstruksi,MANG.JK,https://stockbit.com/symbol/MANG
TAMA,Infrastruktur,Konstruksi,TAMA.JK,https://stockbit.com/symbol/TAMA
BUKK,Infrastruktur,Konstruksi,BUKK.JK,https://stockbit.com/symbol/BUKK
IDPR,Infrastruktur,Konstruksi,IDPR.JK,https://stockbit.com/symbol/IDPR
RONY,Infrastruktur,Konstruksi,RONY.JK,https://stockbit.com/symbol/RONY
PTDU,Infrastruktur,Konstruksi,PTDU.JK,https://stockbit.com/symbol/PTDU
TOPS,Infrastruktur,Konstruksi,TOPS.JK,https://stockbit.com/symbol/TOPS
MTPS,Infrastruktur,Konstruksi,MTPS.JK,https://stockbit.com/symbol/MTPS
PTPW,Infrastruktur,Konstruksi,PTPW.JK,https://stockbit.com/symbol/PTPW
MTRA,Infrastruktur,Konstruksi,MTRA.JK,https://stockbit.com/symbol/MTRA
FIMP,Infrastruktur,Konstruksi,FIMP.JK,https://stockbit.com/symbol/FIMP
EXCL,Infrastruktur,Telekomunikasi Seluler,EXCL.JK,https://stockbit.com/symbol/EXCL
ISAT,Infrastruktur,Telekomunikasi Seluler,ISAT.JK,https://stockbit.com/symbol/ISAT
TOWR,Infrastruktur,Telekomunikasi Seluler,TOWR.JK,https://stockbit.com/symbol/TOWR
OASA,Infrastruktur,Telekomunikasi Seluler,OASA.JK,https://stockbit.com/symbol/OASA
TBIG,Infrastruktur,Telekomunikasi Seluler,TBIG.JK,https://stockbit.com/symbol/TBIG
MTEL,Infrastruktur,Telekomunikasi Seluler,MTEL.JK,https://stockbit.com/symbol/MTEL
CENT,Infrastruktur,Telekomunikasi Seluler,CENT.JK,https://stockbit.com/symbol/CENT
LCKM,Infrastruktur,Telekomunikasi Seluler,LCKM.JK,https://stockbit.com/symbol/LCKM
BTEL,Infrastruktur,Telekomunikasi Seluler,BTEL.JK,https://stockbit.com/symbol/BTEL
GOLD,Infrastruktur,Telekomunikasi Seluler,GOLD.JK,https://stockbit.com/symbol/GOLD
BALI,Infrastruktur,Telekomunikasi Seluler,BALI.JK,https://stockbit.com/symbol/BALI
GHON,Infrastruktur,Telekomunikasi Seluler,GHON.JK,https://stockbit.com/symbol/GHON
SUPR,Infrastruktur,Telekomunikasi Seluler,SUPR.JK,https://stockbit.com/symbol/SUPR
IBST,Infrastruktur,Telekomunikasi Seluler,IBST.JK,https://stockbit.com/symbol/IBST
CDIA,Infrastruktur,Listrik,CDIA.JK,https://stockbit.com/symbol/CDIA
BREN,Infrastruktur,Listrik,BREN.JK,https://stockbit.com/symbol/BREN
PGEO,Infrastruktur,Listrik,PGEO.JK,https://stockbit.com/symbol/PGEO
POWR,Infrastruktur,Listrik,POWR.JK,https://stockbit.com/symbol/POWR
KEEN,Infrastruktur,Listrik,KEEN.JK,https://stockbit.com/symbol/KEEN
MPOW,Infrastruktur,Listrik,MPOW.JK,https://stockbit.com/symbol/MPOW
ARKO,Infrastruktur,Listrik,ARKO.JK,https://stockbit.com/symbol/ARKO
HGII,Infrastruktur,Listrik,HGII.JK,https://stockbit.com/symbol/HGII
TGRA,Infrastruktur,Listrik,TGRA.JK,https://stockbit.com/symbol/TGRA
TLKM,Infrastruktur,Telekomunikasi Seluler,TLKM.JK,https://stockbit.com/symbol/TLKM
JSMR,Infrastruktur,Operator Jalan Tol Rel,JSMR.JK,https://stockbit.com/symbol/JSMR
CMNP,Infrastruktur,Operator Jalan Tol Rel,CMNP.JK,https://stockbit.com/symbol/CMNP
META,Infrastruktur,Operator Jalan Tol Rel,META.JK,https://stockbit.com/symbol/META
IPCC,Infrastruktur,Pelabuhan,IPCC.JK,https://stockbit.com/symbol/IPCC
IPCM,Infrastruktur,Pelabuhan,IPCM.JK,https://stockbit.com/symbol/IPCM
KARW,Infrastruktur,Pelabuhan,KARW.JK,https://stockbit.com/symbol/KARW
PORT,Infrastruktur,Pelabuhan,PORT.JK,https://stockbit.com/symbol/PORT
INET,Infrastruktur,Telekomunikasi Kabel,INET.JK,https://stockbit.com/symbol/INET
DATA,Infrastruktur,Telekomunikasi Kabel,DATA.JK,https://stockbit.com/symbol/DATA
KETR,Infrastruktur,Telekomunikasi Kabel,KETR.JK,https://stockbit.com/symbol/KETR
KBLV,Infrastruktur,Telekomunikasi Kabel,KBLV.JK,https://stockbit.com/symbol/KBLV
JAST,Infrastruktur,Telekomunikasi Kabel,JAST.JK,https://stockbit.com/symbol/JAST
MORA,Infrastruktur,Telekomunikasi Kabel,MORA.JK,https://stockbit.com/symbol/MORA
LINK,Infrastruktur,Telekomunikasi Kabel,LINK.JK,https://stockbit.com/symbol/LINK
IOTF,Teknologi,Perangkat Instrumen Elektronik,IOTF.JK,https://stockbit.com/symbol/IOTF
GLVA,Teknologi,Perangkat Instrumen Elektronik,GLVA.JK,https://stockbit.com/symbol/GLVA
MENN,Teknologi,Perangkat Instrumen Elektronik,MENN.JK,https://stockbit.com/symbol/MENN
CHIP,Teknologi,Perangkat Instrumen Elektronik,CHIP.JK,https://stockbit.com/symbol/CHIP
MTDL,Teknologi,Hardware Komputer,MTDL.JK,https://stockbit.com/symbol/MTDL
NINE,Teknologi,Hardware Komputer,NINE.JK,https://stockbit.com/symbol/NINE
LUCK,Teknologi,Hardware Komputer,LUCK.JK,https://stockbit.com/symbol/LUCK
ZYRX,Teknologi,Hardware Komputer,ZYRX.JK,https://stockbit.com/symbol/ZYRX
AXIO,Teknologi,Hardware Komputer,AXIO.JK,https://stockbit.com/symbol/AXIO
WIRG,Teknologi,Software Komputer,WIRG.JK,https://stockbit.com/symbol/WIRG
IRSX,Teknologi,Software Komputer,IRSX.JK,https://stockbit.com/symbol/IRSX
TRON,Teknologi,Software Komputer,TRON.JK,https://stockbit.com/symbol/TRON
RUNS,Teknologi,Software Komputer,RUNS.JK,https://stockbit.com/symbol/RUNS
WGSH,Teknologi,Software Komputer,WGSH.JK,https://stockbit.com/symbol/WGSH
SKYB,Teknologi,Software Komputer,SKYB.JK,https://stockbit.com/symbol/SKYB
DCII,Teknologi,Jasa Konsultan It,DCII.JK,https://stockbit.com/symbol/DCII
MLPT,Teknologi,Jasa Konsultan It,MLPT.JK,https://stockbit.com/symbol/MLPT
ELIT,Teknologi,Jasa Konsultan It,ELIT.JK,https://stockbit.com/symbol/ELIT
DMMX,Teknologi,Jasa Konsultan It,DMMX.JK,https://stockbit.com/symbol/DMMX
CYBR,Teknologi,Jasa Konsultan It,CYBR.JK,https://stockbit.com/symbol/CYBR
AREA,Teknologi,Jasa Konsultan It,AREA.JK,https://stockbit.com/symbol/AREA
ATIC,Teknologi,Jasa Konsultan It,ATIC.JK,https://stockbit.com/symbol/ATIC
TECH,Teknologi,Jasa Konsultan It,TECH.JK,https://stockbit.com/symbol/TECH
ENVY,Teknologi,Jasa Konsultan It,ENVY.JK,https://stockbit.com/symbol/ENVY
LMAS,Teknologi,Jasa Konsultan It,LMAS.JK,https://stockbit.com/symbol/LMAS
EDGE,Teknologi,Jasa Konsultan It,EDGE.JK,https://stockbit.com/symbol/EDGE
PTSN,Teknologi,Peralatan Jaringan,PTSN.JK,https://stockbit.com/symbol/PTSN
MSTI,Teknologi,Peralatan Jaringan,MSTI.JK,https://stockbit.com/symbol/MSTI
GOTO,Teknologi,Aplikasi Jasa Internet,GOTO.JK,https://stockbit.com/symbol/GOTO
