Date,Close,High,Low,Open,Volume,HD,IF,AT,PD,AZ,GR,CC,KK,YP,OD,SQ,NI,QA,XC,XL,SF,KI,RO,DH,TP,YU,YB,AI,LG,BQ,HP,ZP,DR,YJ,XA
2026-08-24,620.0,625.0,605.0,610.0,1642900,-0.0008,0.0,-0.0011,-0.1971,-0.0001,-0.0151,-0.0326,-0.0346,-0.0111,-0.0665,-0.0025,-0.0556,0.0,-0.0133,-0.4148,0.0,-0.0001,-0.0001,0.0001,-0.0158,-0.0001,0.0,0.9239,-0.0011,0.0001,-0.0089,0.0013,-0.0006,-0.0532,-0.0005
2026-08-26,610.0,625.0,610.0,620.0,474400,0.0,0.0004,-0.0007,-0.0023,0.0,0.0047,-0.1573,-0.0062,-0.0001,0.0012,-0.0054,-0.0007,0.0,0.002,0.1624,0.0,0.0001,0.0,0.0,0.0,-0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,615.0,620.0,610.0,610.0,508300,0.0002,-0.0003,0.0002,-0.0151,0.0,-0.1237,0.0797,0.0002,0.0,0.0246,0.0185,-0.0061,0.0,0.0036,-0.0297,-0.0012,0.0001,0.0556,-0.0003,-0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,620.0,620.0,610.0,615.0,156300,-0.0002,-0.0009,0.0006,0.0012,0.0002,0.0001,0.047,-0.0196,-0.0002,-0.0081,0.0014,-0.0015,0.0001,-0.0063,-0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
