Date,Close,High,Low,Open,Volume,AK,TP,MG,XL,KK,DR,AO,LG,DH,YU,IF,NI,KI,YP,SQ,AZ,CP,CC,EP,BQ,PD,GR,OD,BK,RO,XC,YB,AT,HD,DX,ZP,JB,XA,PC,HP,CD,QA
2026-08-24,4510.0,4520.0,4470.0,4470.0,1384000,0.4178,0.0004,0.042,-1.1,-0.0692,-0.0268,0.0,-0.0157,-0.0455,0.0194,-0.0319,-0.0756,-0.009,-0.7179,-0.0189,0.0305,-0.2105,1.6,0.0442,0.0,-0.1703,-0.0437,-0.0441,0.5086,0.0135,-0.2239,0.0077,0.0712,0.0301,0.0013,0.0144,0.0,0.0022,-0.0247,0.0,0.0,0.005
2026-08-26,4470.0,4510.0,4440.0,4510.0,957900,-0.0293,0.0305,-0.0416,0.7694,-0.0418,0.0045,0.0,0.0,-0.0022,-0.0396,-0.0054,0.039,0.0085,-0.1244,0.0405,-0.0467,-0.211,-0.1697,-0.0564,0.0,-0.234,-0.0063,0.1606,0.0443,0.0859,-0.1187,-0.0054,0.0036,-0.0305,0.0031,-0.0297,0.0005,0.0022,0.0,0.0054,-0.0054,0.0
2026-08-27,4530.0,4530.0,4450.0,4470.0,901500,0.2749,-0.0144,0.0,-0.8562,-0.0585,-0.0018,0.0023,0.0014,-0.005,0.0135,-0.019,-0.0785,-0.0365,0.0891,-0.0439,-0.0005,-0.0352,0.8218,-0.0032,-0.0009,-0.1996,-0.0041,-0.0635,0.3681,-0.0004,-0.1217,-0.0027,0.0031,0.0014,0.0023,-0.0321,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,4540.0,4550.0,4530.0,4530.0,782400,0.233,0.0667,0.0455,-0.1251,-0.1073,0.0018,0.0023,-0.0,-0.0237,-0.0459,-0.1453,-0.2743,0.0023,-0.2986,0.1463,-0.005,-0.0286,0.8933,-0.0018,-0.0023,-0.5864,-0.0027,-0.0069,0.2533,0.0032,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
