Date,Close,High,Low,Open,Volume,DH,NI,XA,AZ,YP,XL,HD,CC,KK,CD,BQ,PD,GR,XC,OD,SQ,QA,FZ,CP,RO,YB,AT,ZR,RG,DR,IF,DU,AI,EP,ZP,YU
2026-08-24,206.0,212.0,206.0,208.0,763000,0.0013,0.0002,0.0,0.0001,0.0162,-0.0667,0.0001,0.04,0.0053,0.0,0.0,-0.0003,0.0,-0.0003,-0.0011,-0.0015,0.0,0.0,0.0,0.0006,0.0011,-0.0001,0.0021,0.0,0.0,0.0,0.0,-0.0011,-0.0001,0.0042,-0.0
2026-08-26,208.0,230.0,204.0,208.0,3448100,0.0039,-0.0029,0.0191,-0.0017,-0.0038,0.0133,0.0001,-0.0475,0.0084,0.0,0.0003,0.0022,0.0066,-0.0081,0.0013,-0.0058,0.0001,0.0,-0.0086,-600.0,0.0,-0.0001,-0.0022,0.0205,-0.0004,0.0001,0.0,-0.0011,0.0107,-0.0044,0.0
2026-08-27,210.0,216.0,208.0,216.0,525300,-0.0408,0.0,0.0,0.0001,0.0028,0.0311,-0.0002,-0.0042,0.0,0.0,0.0,0.0014,0.0,-0.0012,-0.0005,0.001,0.0084,600.0,0.0021,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,210.0,216.0,208.0,216.0,273200,0.0015,0.0,0.0001,0.0056,0.0032,-0.0106,0.0003,-0.0002,0.0001,0.0006,-0.0002,0.0009,-0.0027,0.0002,-0.0021,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
