Date,Close,High,Low,Open,Volume,YU,CD,MG,AG,CC,HD,NI,DR,XC,PI,FZ,AZ,PD,DH,SH,RO,YP,DX,AT,OD,BR,ZP,YB,KK,GR,TP,IF,AO,XL,CP,HP,QA,AI,KI,SQ,BQ,BK,EP,LG,YJ,XA,IN,ES,LS,RB
2026-08-24,100.0,103.0,99.0,103.0,6001300,0.0,0.0,0.0125,0.0186,0.0022,0.0,-0.0059,0.002,0.0014,0.0,0.0,-0.0001,0.1574,0.0,0.0,0.0004,-0.032,0.0,-0.007,-0.022,0.0,-0.02,0.0,0.0309,0.0084,0.0,0.0002,0.0,-0.1124,0.0055,-0.0215,0.0001,-0.0001,0.0007,0.0032,-0.0036,-0.0032,-0.0151,-0.0085,-0.0007,0.0107,0.0,0.0,-0.0001,-0.002
2026-08-26,95.0,100.0,95.0,100.0,6978100,0.0,0.0,0.0,-0.0165,0.0204,0.0,0.0101,-0.0061,0.0546,0.0,0.0,-0.0042,0.0306,0.0255,0.0,-0.0003,-0.0411,0.0,-0.0022,-0.0412,0.0,0.0,-0.0073,0.0182,0.0093,-0.0004,0.0002,0.0,0.0365,-0.0146,0.0,0.0,0.0038,0.0,0.0127,-0.0448,0.0,0.0061,-0.0076,-0.0285,-0.0134,0.0,0.0,0.0,0.0
2026-08-27,96.0,97.0,92.0,92.0,7020300,0.0,0.0,0.0,0.0,0.0711,0.0,-0.0157,0.0005,0.024,0.0,0.0,-0.0,-0.0807,0.001,0.0,0.0,0.1062,0.0042,-0.0088,0.0032,0.0,0.0,-0.1056,-0.0102,0.0113,0.0,0.0,0.0,0.1273,-0.1278,0.0063,-0.0001,0.0,0.0,-0.0239,0.0095,0.0095,0.0024,0.001,0.0014,0.0001,-0.0014,-0.0048,0.0,0.0
2026-08-28,129.0,129.0,96.0,96.0,395083900,0.0735,0.0,2.5,-0.0148,-0.1021,-0.014,-0.0655,-0.1296,-0.4311,0.0,0.0,-0.1028,-0.1834,-0.0442,0.0105,-0.01,-0.111,0.0446,-0.0402,-0.1487,-0.0238,-1.1,0.1259,-0.4393,-0.2899,-0.0185,0.0007,-0.0075,0.906,0.1515,-0.0189,0.0068,-0.0131,0.0111,-0.2386,-0.0691,-0.0099,-0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
