Date,Close,High,Low,Open,Volume,BS,SF,TP,SS,YB,XL,HD,KK,SH,DH,YU,DU,AI,XA,KI,YP,PC,AR,CC,BQ,PD,GR,OD,IN,XC,EL,AK,BR,MG,AT,ZR,DR,HP,IH,NI,AZ,SQ,CP,EP,BK,RO,ZP,AD,QA,IF,MI,LG,LS,DX,YJ,AO
2026-08-24,400.0,416.0,400.0,410.0,15217000,0.0,-0.0024,0.0,-0.0214,-0.0064,0.0554,-0.0203,0.09,-0.003,0.0094,0.0042,0.0883,0.0,0.0038,0.0063,-0.1898,0.006,0.0045,0.3344,0.0026,0.1597,0.3389,0.0327,-0.0026,-0.0539,-0.0033,-0.0138,-0.0457,0.0,-0.0027,0.003,0.0078,0.0008,-0.0179,-0.0185,0.0132,-0.6285,-0.0307,-0.2446,0.168,-0.0053,0.1033,0.0,-0.0002,0.0,0.0014,0.0011,0.0,0.0002,-0.1257,0.0018
2026-08-26,398.0,406.0,394.0,400.0,11803300,0.0,-0.0039,0.0998,0.0,0.0,-0.1572,-0.0012,0.0332,0.0,0.0025,0.0,0.0202,0.0,-0.0,0.0009,0.1193,0.002,-0.0002,-0.1804,0.002,0.0555,0.0222,0.0455,0.0012,0.0136,0.2812,0.1034,0.0094,0.0,0.2206,0.04,0.0,0.0,-0.0189,0.0082,-0.0368,-0.4503,-0.2266,0.0039,0.0692,0.0086,0.1265,-0.2424,0.0193,0.0,0.0,0.0093,-0.0001,-0.0002,0.0,0.0
2026-08-27,404.0,408.0,392.0,398.0,12136600,0.0,-0.0012,-0.0011,0.0,0.061,0.0681,0.0013,-0.0395,-0.0079,0.0033,-0.0022,-0.0418,0.0202,-0.0002,-0.0008,-0.1061,-0.0009,-0.0045,-0.1123,0.0004,-0.0061,-0.0033,-0.0228,-0.0018,0.0151,-0.0098,-0.095,0.0213,0.0,-0.0067,-0.1575,0.0088,0.0,0.0215,0.0,0.0002,-0.1418,0.146,0.0388,0.1951,-0.0012,0.159,-0.0015,0.0084,0.0002,-0.0013,-0.001,0.0,0.0,0.0,0.0
2026-08-28,404.0,412.0,404.0,404.0,9980600,0.0,0.2436,0.0051,-0.0205,0.0815,-0.173,-0.0004,-0.0396,-0.0041,-0.0207,0.0,-0.1391,-0.0,-0.0001,0.0011,0.377,0.0011,0.0991,0.0954,0.0328,0.1072,0.0102,-0.0353,0.0012,0.054,-0.0925,-0.0993,-0.0453,0.0408,-0.0472,0.1632,-0.0108,0.0138,-0.2448,0.0246,-0.022,-0.4966,0.1314,-0.0174,0.0912,0.0073,-0.0727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
