Date,Close,High,Low,Open,Volume,SF,AT,RO,ZP,TF,NI,XL,AZ,IN,IH,YP,OD,IU,RG,XC,LS,SA,PD,BQ,DU,EP,PC,PI,ZR,MG,YU,AK,GR,CC,KK,XA,PG,IF,CD,KI,LG,BK,CP,QA,DR,BR,SQ,YB
2026-08-24,342.0,352.0,330.0,330.0,24254000,-0.0206,-0.0035,0.0242,-0.1928,0.0016,-0.0018,-0.0217,0.0021,1.5,-0.0361,-0.0159,-0.4182,-0.0326,0.0073,0.008,-0.2033,-0.0125,0.0074,-0.9422,0.1028,0.0,-0.029,0.0248,0.0198,0.1766,0.0109,0.0286,0.0496,0.1433,0.0001,-0.3111,0.0268,0.0,0.0,0.0003,-0.0007,0.0246,0.1018,0.0,-0.0001,-0.0348,-0.0006,-0.0
2026-08-26,340.0,360.0,334.0,342.0,24670400,0.036,0.0052,-0.0685,0.0596,0.0012,0.0073,0.0083,-0.0077,2.0,-0.0901,0.0789,-1.8,-0.0422,0.0579,-0.0368,0.1878,-0.2758,-0.0214,-0.1616,-0.2021,0.0005,-0.0155,0.0711,0.0,0.0234,0.0672,-0.149,-0.0526,0.1328,0.0015,-0.1411,0.0576,-0.0002,0.0006,-0.0003,0.1928,0.0645,0.0102,-0.0001,-0.0001,0.0,0.0,0.0
2026-08-27,340.0,348.0,338.0,342.0,20599500,-0.0311,0.0,0.0,-0.0117,0.0,0.005,-0.0434,0.0359,-1.5,0.1344,-0.0003,0.4074,-0.1334,0.0278,-0.001,-0.0758,-0.1228,0.0002,1.2,-0.1788,-0.0,-0.0056,0.1547,0.0,-0.0577,-0.0499,0.0902,-0.0,0.065,0.0,-0.2095,0.0444,-0.0001,0.0001,0.0005,0.2565,-0.0069,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,340.0,350.0,336.0,342.0,25269200,-0.0459,-0.0016,-0.0962,1.1,-0.0016,-0.0007,-0.0001,0.0414,-2.0,-0.3318,-0.0014,1.9,-0.0018,-0.0761,0.0362,-0.0623,-0.2659,-0.0009,0.1345,0.0705,-0.0007,0.0259,-0.1504,-0.0034,-0.0464,-0.0233,-0.0577,0.017,0.0425,-0.0119,-0.0179,-0.1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
