Date,Close,High,Low,Open,Volume,AT,CP,RO,ZP,NI,SQ,IF,XL,YB,CD,FS,AZ,AG,YP,OD,DH,IU,XC,LS,LG,HD,PD,BQ,HP,EP,PC,AO,DR,BK,MG,YU,AK,GR,CC,KK,YJ,XA,TP,TF,QA,KI,DX,AI,ES,RG,SH,FZ,IH,DU,GI
2026-08-24,96.0,100.0,96.0,100.0,56060900,-0.0197,-0.1475,0.0004,0.004,-0.0208,-0.1616,0.0054,1.8,0.0421,0.0,0.0,0.0432,0.0,-0.3535,0.0114,0.0145,0.0047,0.0734,0.0006,-0.3954,-0.0001,0.0127,0.0663,-0.0036,-0.0231,0.0,0.0,-0.0561,0.0,-0.3544,0.0001,0.0012,0.0015,-0.5856,0.0383,0.0034,0.0191,-0.0059,0.0,0.0001,-0.0003,0.0,-0.0,-0.0006,0.0,0.0,0.0002,-0.0057,0.0,-0.0
2026-08-26,86.0,96.0,86.0,96.0,99755300,-0.0011,-0.1974,0.0005,-0.0028,0.1818,-0.2082,0.0006,-0.4036,-0.1711,0.0,0.0121,-0.1156,0.0026,-0.6492,0.0786,0.002,0.0274,-0.627,0.1062,0.4145,0.0082,-0.1236,-0.1065,-0.0413,0.0847,0.0,0.0,0.1835,0.0086,-0.1777,0.0182,0.8873,-0.0128,0.7147,0.0911,0.0036,0.0038,0.0048,-0.0007,0.0024,0.0029,0.0001,0.0,0.0,0.0002,-0.0018,0.0,0.0,0.0,0.0
2026-08-27,93.0,94.0,83.0,86.0,74845500,0.0083,0.113,-0.0008,-0.002,-0.2372,-0.0131,0.0009,0.5371,-0.0061,0.0,-0.0003,-0.0041,-0.0,0.0865,-0.193,-0.001,-0.0324,-0.0119,-0.1082,0.002,0.0045,-0.0042,-0.0152,0.0015,0.0093,0.0008,0.0,0.1222,0.2561,0.0108,0.0047,-0.6019,-0.0053,0.1054,-0.0674,0.0009,0.0418,0.0021,-0.0007,-0.0018,-0.0011,-0.0003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,89.0,95.0,89.0,93.0,71349000,0.0026,-0.1984,0.0008,0.0805,0.0572,0.0081,-0.0003,0.023,0.0331,0.0047,0.0027,0.0724,0.094,0.2693,0.063,-0.005,0.0104,0.1297,0.0841,0.0056,0.058,0.0679,0.0623,0.013,-0.0,-0.0002,-0.0087,-0.1464,-0.2098,0.0082,-0.0048,-0.1537,-0.0031,-0.7369,0.2802,-0.0009,0.0273,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
