Date,Close,High,Low,Open,Volume,LG,PD,AZ,AK,CC,KK,YP,NI,OD,DR,XL,YB,SQ,XC,TP,GR,XA,IF
2026-08-24,2350.0,2350.0,2310.0,2340.0,3200,0.0,0.0002,0.0,0.0,0.0023,-0.0023,0.0009,0.0,0.0,0.0,-0.0012,0.0,0.0,0.0005,0.0005,0.0,0.0,-0.0009
2026-08-26,2360.0,2380.0,2340.0,2350.0,33900,0.0,-0.0002,0.0005,-0.0026,0.0071,0.0,0.004,-0.0055,0.0042,0.0,0.0107,0.0,-0.0095,-0.0067,0.0005,-0.0007,0.0002,-0.0019
2026-08-27,2340.0,2380.0,2320.0,2380.0,26200,-0.0012,0.0019,0.0,-0.0028,0.0052,-0.0,0.0193,0.0,0.0002,-0.0014,-0.0106,0.0,-0.0024,-0.0113,0.003,0.0,0.0,0.0
2026-08-28,2340.0,2370.0,2330.0,2370.0,12500,-0.0007,0.0138,-0.0002,-0.0028,-0.0076,-0.0002,0.0005,-0.0007,-0.0005,-0.0005,-0.0006,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
