Date,Close,High,Low,Open,Volume,RO,CC,YP,NI,LG,XL,XC,OD,HP,SQ,PD,BQ,ZP,EP,YB,AT,LS,CP,KI,DH,KK,GR,FZ,AZ,XA,AI,QA,YU,DR,DU
2026-08-24,27.0,28.0,27.0,27.0,3162800,0.0,0.0029,0.0005,0.0,0.0001,0.0142,0.0014,0.0001,0.0,0.0007,0.0007,0.0,-0.0001,0.0,0.0,0.0001,0.0,-0.027,-0.0001,0.0,0.0027,0.0,0.0049,0.0,0.0,0.0,0.0,0.0001,-0.0014,0.0001
2026-08-26,25.0,28.0,25.0,28.0,4536000,0.0,0.0154,-0.0298,-0.0013,0.0,0.0,0.007,0.0003,0.0,0.0013,0.0001,-0.0005,0.0,0.0,0.0067,0.0,0.0,-0.0059,0.0,0.0,-0.0011,0.0005,0.0046,0.0001,0.0,0.0025,0.0001,0.0,0.0,0.0
2026-08-27,26.0,26.0,26.0,26.0,2713900,0.0,0.0086,0.0008,0.0,0.0001,-0.0304,0.0209,0.0,0.0,-0.0005,0.0012,0.0,0.0,0.0014,-0.007,0.0,0.0078,-0.0029,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,26.0,27.0,26.0,27.0,3185600,0.0,0.0136,0.0013,-0.0035,-0.0095,0.0114,-0.0004,0.0003,0.0,-0.0001,-0.0133,0.0,0.0002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
