Date,Close,High,Low,Open,Volume,BQ,DR,MG,PC,AO,SQ,OD,XC,KK,YU,AT,PD,AG,EP,AZ,XA,CC,NI,TP,XL,YP,CP,QA,KI
2026-08-24,416.0,418.0,416.0,416.0,700,0.0,-0.0001,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,-200.0,0.0,0.0,0.0,0.0
2026-08-26,420.0,420.0,410.0,416.0,33600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,-0.0001,0.0,0.0004,-0.0102,0.0,0.0,0.0129,0.0,-0.0033,0.0,0.0,0.0,0.0002
2026-08-27,422.0,430.0,410.0,430.0,1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,-0.0002,0.0,0.0,0.0,-0.0002,0.0,-0.0,0.0001,0.0,0.0,0.0
2026-08-28,396.0,525.0,394.0,426.0,3015900,0.008,0.0032,-0.0253,0.0,-0.0001,-0.0042,0.0076,0.0243,0.0298,0.0004,-0.0001,-0.2762,-0.0015,0.0051,-0.001,0.0002,0.0051,0.0187,0.004,0.1649,0.0287,0.0024,0.0045,0.0014
