Date,Close,High,Low,Open,Volume,RF,HP,QA,EP,ZP,SQ,GR,KI,YP,OD,TP,CP,KK,AT,XL,DX,BQ,PD,XC,AK,DH,YJ,NI,CC,DR,AZ,AI,RS,LG,YB,BK,MG,RO,SS,YU,XA,IF,FZ,CD,GA
2026-08-24,805.0,865.0,800.0,865.0,2145000,-0.4045,0.0,0.0,0.0449,0.031,0.0065,0.0,0.0051,0.0785,0.0351,0.042,0.0999,0.0154,0.0042,0.2309,-0.0079,0.0,0.1662,0.0931,-0.1859,-0.0021,0.0153,0.0071,0.0136,0.246,0.1024,0.0,0.08,0.0003,0.0005,0.0,0.0529,-0.0001,0.0,0.0,0.0637,0.0002,-0.0001,-0.0146,-0.8196
2026-08-26,800.0,835.0,755.0,775.0,1430500,0.0008,0.0,0.0,0.0029,-0.0008,-0.0017,0.0,0.0037,-0.0394,-0.0242,0.0017,-0.197,-0.0235,0.0041,0.3238,0.0,-0.0048,0.0743,0.0319,-0.1363,0.0139,0.0116,0.0063,-0.0352,0.0233,0.0199,0.0,0.0,0.0,-0.0244,0.0,0.0,0.0,0.0126,-0.0212,-0.0012,-0.0213,0.0,0.0,0.0
2026-08-27,830.0,845.0,785.0,800.0,663100,0.0008,0.0675,0.0,0.0,0.0,0.0007,0.0,0.0,-0.0133,-0.0104,-0.0066,-0.0038,-0.0347,-0.0048,0.0491,-0.0007,0.0162,0.0483,0.0029,-0.0895,-0.0002,0.0012,-0.009,-0.0615,0.0152,0.0163,-0.0025,-0.0823,0.0341,0.0659,0.0006,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,835.0,865.0,830.0,850.0,885000,-0.0004,0.0008,0.0004,-0.0008,0.0008,0.0685,-0.0418,-0.009,-0.0159,-0.0009,-0.0445,-0.0574,-0.1333,-0.007,0.0192,-0.0003,0.0001,-0.0783,-0.0009,-0.0855,-0.0096,-0.0007,-0.002,0.3994,-0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
