Date,Close,High,Low,Open,Volume,AT,XL,AO,LG,DH,IF,NI,XA,YP,SQ,CC,EP,PD,GR,OD,RO,XC,YB,KK,DR,CP,ZP,YU,TP
2026-08-24,700.0,705.0,690.0,695.0,198700,0.0,-0.0183,-0.0044,0.0065,0.0027,0.0,0.0035,0.0,-0.0092,-0.0001,-0.0142,0.0175,0.0487,-0.0161,-0.0037,0.0,-0.0183,0.0,0.0082,0.0007,0.0,-0.0035,0.0,0.0
2026-08-26,690.0,705.0,690.0,700.0,234900,0.0,0.0064,0.0,0.0363,0.0073,0.0,-0.0017,0.0,-0.0555,0.0222,-0.003,0.0,-0.0058,0.0082,-0.0001,0.0,-0.0005,0.0,0.0001,0.0,0.0001,0.0035,-0.0002,-0.0174
2026-08-27,720.0,720.0,690.0,695.0,387300,-0.0002,-0.0456,-0.0669,0.0405,0.0,-0.0014,-0.0092,0.0,0.0208,-0.0194,-0.0389,0.111,-0.0185,-0.0227,-0.0044,0.0,-0.0078,0.0001,0.0656,0.0011,-0.0003,-0.0036,0.0,0.0
2026-08-28,720.0,730.0,715.0,720.0,268100,-0.0002,0.0155,-0.0109,0.0115,0.0002,-0.0006,0.0008,-0.0001,-0.0248,-0.0089,-0.0285,-0.0,-0.003,-0.0112,-0.0122,0.0021,0.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
