Date,Close,High,Low,Open,Volume,YU,CC,YP,NI,XL,GR,SQ,PD,KZ,EP,DR,KK,XC,BK,DH,AO,CP,CD,MG,AZ,AK
2026-08-24,6925.0,6925.0,6850.0,6900.0,100400,-0.055,-0.0765,0.0158,-0.0411,0.0049,0.5608,-0.0186,0.0157,0.0,0.0014,0.0,-0.0007,-0.1152,0.0,0.0021,0.0,0.0,0.0344,-0.3174,-0.0048,-0.0055
2026-08-26,6900.0,6900.0,6875.0,6900.0,64400,-0.0269,-0.1829,0.0014,0.0,0.0028,0.3429,0.0007,-0.0117,-0.1242,0.0,0.0,0.0,-0.0021,0.0,0.0,-0.069,0.069,0.0,0.0,0.0,0.0
2026-08-27,6875.0,6950.0,6875.0,6950.0,274000,-0.0502,0.554,0.0193,0.0,0.0464,0.1884,0.0007,-0.0062,0.0,-0.0035,0.0028,0.0034,0.0,-0.7517,-0.0035,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,6875.0,6900.0,6875.0,6875.0,54500,-0.0021,0.1741,-0.0028,-0.0028,-0.0007,0.1725,0.0035,-0.2148,-0.1104,-0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
