Date,Close,High,Low,Open,Volume,YU,AG,YB,CC,MG,NI,DR,KK,MU,XC,GR,AZ,FZ,PD,TP,YJ,IF,DH,XA,SH,RO,AO,YP,AT,DX,XL,CP,HP,QA,AI,OD,SQ,KI,BQ,ZP,AK,RG,CD,HD,IH,TF,IN,BR,RF,ZR,LG,LS,SS,EP,PC,SF,DU,GI,PG,JB
2026-08-24,91.0,99.0,83.0,84.0,236581700,-0.0,0.0229,0.0527,0.0824,0.2403,0.1797,-0.0491,-0.1107,0.001,0.158,-0.0864,-0.0275,-0.0,0.0351,-0.0192,-0.0124,0.0001,0.0137,-0.019,0.0,0.0003,-0.4198,0.0448,-0.0062,0.0047,0.7195,-0.2127,-0.0028,0.0234,-0.9355,-0.0076,0.1429,0.0856,0.0087,0.1102,-0.0009,0.0,-0.0003,0.0,0.0005,0.0,0.0,-0.0285,0.0,-0.0003,-0.0076,0.0027,0.0,0.0171,0.0,-0.0002,-0.0,-0.0,-0.0,0.0003
2026-08-26,111.0,115.0,83.0,90.0,435323100,0.0088,-0.1517,0.6308,-0.0393,0.2418,-0.3166,-0.6202,-0.2094,-0.0069,0.055,-0.0587,0.0058,0.0,-0.277,-0.004,-0.0738,0.0,-0.0264,0.6709,0.0,0.0075,-0.1723,0.2947,-0.0444,-0.0028,1.2,0.0772,-0.0632,-0.028,-1.4,-0.0447,-0.0707,-0.0784,0.2062,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.4001,-0.0035,-0.0565,-0.039,0.0,-0.0073,0.0,0.0,0.0,0.0
2026-08-27,101.0,120.0,98.0,112.0,542138200,-0.0016,-0.327,-0.0272,0.7401,-0.4027,0.0687,0.0545,0.6349,0.0279,0.1754,0.0668,0.0176,-0.0014,0.2142,-0.0107,-0.0578,-0.0068,0.0258,-0.5822,0.0072,0.025,0.0898,-1.0,-0.0207,0.0392,0.9488,-0.1021,0.0065,0.0188,-0.0102,0.0877,-0.0446,0.0067,-0.1568,-0.1331,-0.0148,0.0058,0.0028,-0.0,-0.0111,0.0002,-0.0001,0.0008,-0.0006,-0.0003,-0.3523,0.0085,0.049,-0.0093,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,96.0,103.0,96.0,102.0,43418000,0.0152,0.0097,0.0344,0.0694,0.0026,0.0897,0.0034,0.1104,-0.0248,-0.0955,0.0238,0.0206,0.0012,-0.1143,0.0014,0.0352,0.0021,0.031,-0.0259,0.005,0.0016,0.0838,0.1971,0.0084,0.0083,-0.6907,0.1465,-0.0019,0.0022,-0.002,-0.001,-0.0458,-0.0073,-0.0083,0.0047,0.1144,-0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
