Date,Close,High,Low,Open,Volume,LG,PD,AT,BQ,NI,SQ,DR,QA,XL,YB,AR,MG,KI,CC,KK,YP,XA,OD,PO,XC,CP,GI,RO,IF,DH,TP,SF,BR,HP,ZP,EP,MU,AK,GR,FZ,FS,AZ,DX,AI,HD,PC
2026-08-24,51.0,52.0,50.0,51.0,89803700,0.0044,0.2175,0.0371,-0.1113,-0.0044,-0.0233,-0.0927,0.001,-0.1769,0.0038,0.01,-0.0084,-0.0,0.4696,0.0724,0.0708,-0.5132,-0.0059,0.0,0.014,-0.0658,0.0,0.0002,0.0051,0.0061,0.0035,0.0103,0.2597,0.0001,-0.2465,-0.0077,0.0015,-0.0166,0.0038,-0.0001,0.0015,0.0878,0.0055,-0.013,-0.0001,0.0001
2026-08-26,50.0,51.0,50.0,50.0,13719200,0.0001,0.0197,0.0205,0.0571,-0.0132,0.0242,0.0,0.0005,0.0854,-0.0211,0.0,0.0258,0.0011,-0.2063,0.0001,-0.0429,-0.0019,0.0144,0.0,0.0716,-0.0456,0.0001,0.0001,0.0,0.0,0.0,0.0125,0.0,0.0,0.0005,0.0006,-0.0015,-0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,50.0,50.0,50.0,50.0,1208000,0.0,0.0023,0.0,0.0,0.0021,0.0,0.0,0.0005,0.0181,0.0,0.0,-0.0426,0.0,0.0037,0.0,0.0041,0.0,0.0001,0.0,0.0074,-0.0045,0.0,0.0,0.0005,0.0082,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,50.0,50.0,50.0,50.0,1611400,0.0,0.0002,-0.0003,0.0004,0.0013,0.0001,0.001,-0.002,-0.0269,0.0,0.01,-0.0258,0.0004,0.0363,0.0001,0.0002,0.0,0.0003,-0.0001,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
