Date,Close,High,Low,Open,Volume,YB,CC,NI,MU,KK,XC,AZ,PD,IF,DH,XA,YP,AT,XL,CP,QA,SQ,KI,BQ,ZP,EP,DR,OD,RG,LG,YJ,RO
2026-08-24,83.0,84.0,80.0,81.0,1791700,0.0,-0.0002,-0.0009,-0.0021,0.0,-0.004,0.0,-0.0022,0.0,0.0,0.0008,-0.0476,0.0,0.0795,0.0011,-0.0009,0.0008,0.0,-0.006,0.0,-0.0089,0.0,-0.0016,0.0,0.0001,-0.0081,0.0002
2026-08-26,81.0,84.0,79.0,83.0,1390400,0.0006,0.0103,-0.0001,0.0,0.0007,0.0076,0.0,0.004,0.0,0.0021,-0.0158,-0.0137,0.0037,-0.004,0.0013,-0.0001,0.0026,0.0,0.0,0.0004,-0.0034,0.0,0.0032,0.0004,0.0,0.0,0.0
2026-08-27,80.0,82.0,79.0,80.0,903000,0.0089,0.0005,0.0,0.0,0.0063,-0.0167,-0.0,0.0,0.0,0.0008,0.0004,0.0224,0.0012,-0.0198,-0.0002,0.0,-0.0054,0.0,0.0,0.0,0.0052,-0.0036,-0.0,0.0,0.0,0.0,0.0
2026-08-28,83.0,85.0,80.0,81.0,3328200,0.0011,0.003,-0.0036,-0.0161,-0.0042,-0.0079,0.0,0.025,0.0,-0.0114,-0.0017,0.0215,-0.0225,0.0088,-0.0004,-0.0,0.0008,-0.0001,0.0073,-0.0023,0.0027,0.0,0.0,0.0,0.0,0.0,0.0
