Date,Close,High,Low,Open,Volume,LG,PD,RO,GR,CC,KK,ZP,YP,EP,SQ,XC,XL,BK,MG,PC,CP,BQ,HP,YB,NI,IF,TP,AZ,AK,OD,CD,YU,KI,XA,DH
2026-08-24,2070.0,2150.0,1880.0,1920.0,314700,-0.0477,-0.0434,0.0,0.0,-0.1289,-0.001,-0.0004,-0.0021,0.0026,-0.0046,-0.0492,-0.0464,-0.0469,0.0,0.0,0.3938,-0.0,-0.0006,0.0019,-0.0264,0.0136,0.0,0.0,-0.0017,-0.0002,0.0,-0.0011,-0.0109,-0.0002,-0.0002
2026-08-26,2040.0,2200.0,2000.0,2070.0,113900,0.0,0.0059,0.0,0.0062,-0.0588,0.0002,-0.0021,0.0176,-0.0032,0.0,0.0016,0.0243,-0.0251,0.0,0.0,-0.0076,-0.0,0.029,0.0,0.0,0.0105,0.0,0.002,-0.0015,0.0019,-0.0008,0.0,0.0,0.0,0.0
2026-08-27,2030.0,2120.0,1995.0,2040.0,94600,0.0,0.0134,0.0,0.0,0.0063,-0.0002,0.0,-0.0002,-0.0001,0.031,-0.0169,-0.0356,-0.015,0.0045,-0.0,-0.0379,-0.0,0.0002,0.0113,0.0004,0.0084,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1990.0,2030.0,1975.0,2030.0,62000,-0.0002,0.0079,-0.0002,0.0042,-0.0578,-0.0016,-0.002,-0.0006,0.001,0.0057,0.003,0.0554,-0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
