Date,Close,High,Low,Open,Volume,DH,NI,YB,YP,SQ,XL,CC,EP,KK,PD,GR,OD,XC,CP,BQ,DR,QA,AZ,AT,AG,HP,LG
2026-08-24,384.0,384.0,378.0,382.0,359000,0.0001,0.0109,0.0,0.0003,-0.0022,-0.0154,-0.0464,0.0,0.0006,0.0015,0.0665,-0.0003,-0.0159,0.0,0.0,0.0,0.0,0.0,-0.001,0.0001,0.0029,-0.0016
2026-08-26,380.0,386.0,376.0,384.0,633100,0.0,-0.0024,0.0,0.1027,-0.0377,-0.0299,-0.0525,0.0,0.0004,0.0031,-0.015,0.001,0.0364,0.0,0.0,0.0,-0.0004,-0.0057,0.0,0.0,0.0,0.0
2026-08-27,384.0,386.0,380.0,380.0,84600,0.0001,-0.0017,0.0,0.0001,-0.0003,0.0094,-0.0008,0.0,0.0001,0.0006,0.0,-0.0005,-0.0057,-0.001,-0.0002,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,382.0,388.0,380.0,384.0,126900,0.0,0.0014,0.0039,0.0035,0.0003,-0.0136,-0.0009,0.0033,-0.0002,0.0007,0.0026,-0.0023,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
