Date,Close,High,Low,Open,Volume,PD,CC,KK,AG,YP,XA,EP,SQ,OD,DH,NI,QA,XC,XL,AZ,KI,BQ,RO,GR,HP,ZP,DR,BS,YU,PC,IT,YB
2026-08-24,166.0,168.0,165.0,166.0,459900,0.0073,0.0084,-0.0008,0.0,0.001,0.0,-0.0431,0.0033,-0.0007,0.0,0.0007,0.0,0.0087,0.0017,-0.0063,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,-0.0001,0.0,0.0,0.0165,0.0033
2026-08-26,164.0,167.0,163.0,166.0,681900,-0.0052,-0.0044,0.0,0.0,0.0259,0.0,-0.0334,0.0002,-0.0003,0.0016,0.0008,0.0012,0.0004,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0024,0.0,0.0133,0.0
2026-08-27,165.0,165.0,163.0,164.0,166600,0.0017,0.0002,0.0,0.0,0.0139,0.0,0.0,0.0,0.0009,0.0,0.0004,0.0,-0.0034,-0.0143,0.0,0.0,0.0004,-0.0,-0.0018,-0.0,0.0002,0.0016,0.0,0.0,0.0,0.0,0.0
2026-08-28,167.0,168.0,165.0,165.0,358100,-0.0068,-0.0008,0.0146,-0.0002,0.0032,0.0,0.0155,0.0,-0.0208,-0.0018,-0.0009,-0.0011,-0.0022,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
