Date,Close,High,Low,Open,Volume,AG,YB,CC,HD,NI,DR,KK,XC,GR,AZ,PD,TP,DH,YP,XL,OD,QA,SQ,ZP,AK,XA,AT,DX,CP,BQ,BK,EP,FS,MG,LG,LS,YJ,IF,RO,AO,AI,HP,KI,TF,SS
2026-08-24,670.0,675.0,665.0,675.0,2196500,0.0,0.0,0.0327,0.0,-0.0001,0.0313,-0.006,0.0165,0.0,-0.0054,0.0152,-0.0598,0.0,0.0512,0.0456,0.1848,0.0001,-0.0007,0.0,-0.1622,0.0309,0.0,0.0,-0.8159,0.0,-0.031,0.02,0.0,0.5,0.0004,0.0,0.0,0.0,0.0006,0.001,0.067,0.0096,0.0,-0.0023,0.0764
2026-08-26,655.0,670.0,650.0,665.0,1928700,0.0,0.0007,0.0626,0.0,0.0971,0.1277,0.0042,0.0245,0.0655,0.0,0.0103,-0.0067,0.0111,0.143,0.1826,0.0142,0.0009,0.0048,0.0003,-0.1702,0.0323,0.0,0.0,0.0137,0.0001,-0.0579,0.0288,0.0066,0.0013,0.0066,-0.0005,-0.6583,0.0005,0.0006,-0.001,0.055,-0.0001,-0.0003,0.0,0.0
2026-08-27,660.0,665.0,650.0,660.0,851100,0.0,0.0,-0.1264,-0.0,-0.0308,0.0013,-0.018,0.0383,0.0662,0.0,0.0129,-0.0309,0.0099,0.0429,0.0922,0.0362,0.0,0.0071,0.0001,-0.0895,0.0001,0.0001,-0.0008,0.0327,-0.0157,-0.0082,-0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,670.0,675.0,660.0,660.0,1447100,0.0007,-0.0,0.022,0.0,-0.0007,0.0231,-0.1132,-0.0132,0.0448,0.0001,-0.1372,0.0136,-0.0072,0.2806,0.0612,0.0286,0.0002,-0.0367,0.0001,-0.1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
