Date,Close,High,Low,Open,Volume,PD,EP,MG,XA,CC,NI,YB,RO,IF,ZP,SQ,YP,XL,OD,XC,KK,LS,BQ,GR,DH,CP,DR,AR,YU,DX,KI,AT,LG,AG,AZ,AI,QA
2026-08-24,119.0,124.0,113.0,113.0,11356500,0.0249,0.0006,0.0025,0.0057,0.0362,0.0092,-0.0079,0.0011,0.0001,0.0,-0.0008,0.0281,-0.108,0.0163,-0.005,-0.0033,0.0,-0.0112,0.0069,0.0,-0.003,0.0112,0.0,-0.0035,0.0,0.0001,0.0024,-0.0006,-0.0016,-0.0,-0.0002,-0.0001
2026-08-26,114.0,120.0,114.0,120.0,1665700,-0.0313,-0.0006,0.0023,0.0005,0.0062,-0.019,-0.0031,0.0001,0.0,0.0001,0.0002,0.0059,0.0437,-0.01,-0.0065,0.0058,0.0031,-0.0001,-0.0012,0.0012,-0.0018,0.0,0.0,0.0042,0.0002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,117.0,117.0,112.0,114.0,650900,-0.0007,0.0006,-0.0023,-0.0005,-0.0002,-0.0016,0.0002,0.0,0.0,0.0,0.0,0.0007,0.0089,0.0,-0.0019,0.0017,0.0004,0.0,-0.0059,0.001,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,116.0,117.0,113.0,117.0,653200,0.0008,0.0002,0.0029,-0.0012,0.0133,0.0075,0.0017,0.0001,-0.0005,-0.0087,0.0026,-0.0022,-0.0232,0.0047,-0.0009,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
