Date,Close,High,Low,Open,Volume,TP,SF,YB,XL,HD,KK,ID,DH,YU,IF,FZ,AI,XA,KI,QA,ZP,YP,PC,MU,CC,BQ,PD,GR,OD,EL,XC,AK,BR,AT,ZR,TS,YJ,DR,HP,AO,LG,IU,NI,AZ,CP,EP,AG,RG,BK,RO,SQ,LS,SH,JB,AR,DX,MG,TF,CD,IN,AF,RB,PG
2026-08-24,685.0,720.0,680.0,715.0,64753400,0.448,0.0,-0.0295,6.2,-0.0301,0.7358,0.0,0.1265,0.1221,-0.0126,-11.4,0.0,0.0868,0.2008,-0.0004,-2.6,2.8,0.0,0.0,0.7235,0.3434,0.6379,-0.141,1.3,0.0,3.9,-7.7,0.0,0.0,0.0,0.0,0.0374,0.0261,-0.4168,-0.3799,0.0396,-0.0004,2.2,-0.2661,0.3279,0.1894,0.0,0.0,-0.6137,0.0,2.4,0.0213,0.0,0.0,0.0701,0.0,0.3315,0.0,0.0,0.0,0.0206,-0.0069,0.124
2026-08-26,645.0,705.0,645.0,680.0,97538300,0.332,0.0,0.0,1.1,0.0694,1.1,0.0,0.2073,0.1026,-0.1733,-4.4,0.0471,0.1314,-0.0349,0.0,0.1787,1.5,0.0,-0.6618,5.7,0.3095,2.0,-0.7492,6.7,0.0,0.5316,0.1139,0.0,0.1298,0.0,0.0,0.0,0.1826,-0.7043,-0.16,-0.6757,-0.0035,1.6,0.5034,-12.8,-4.0,0.405,-0.0152,-0.2334,0.3579,1.2,0.0546,0.0,0.0,0.066,0.0,-0.0141,0.0,-0.0217,-0.0002,0.0,0.0,0.0
2026-08-27,680.0,685.0,640.0,645.0,55170700,0.4451,0.0,-0.1576,1.8,0.0206,-0.1545,0.0,-0.2438,0.0943,0.1322,0.002,-0.0362,-0.0494,0.0264,0.0004,0.1216,-0.5488,-0.0071,0.0219,0.7506,-0.1168,-0.1719,-0.0075,-0.8657,0.0321,1.2,4.0,0.0,-0.0471,-0.1223,-0.884,0.0402,-0.2596,-0.5399,0.062,0.0545,0.0273,-0.3633,-0.2925,-5.3,-0.005,-0.0046,0.0,0.2901,-0.1378,1.3,-0.0024,0.0166,0.0001,0.064,0.0007,-0.0916,-0.0031,0.0018,0.0,0.0,0.0,0.0
2026-08-28,680.0,700.0,670.0,680.0,49028400,0.1066,-0.0001,0.0357,-1.6,-0.0421,0.8204,0.069,0.0471,0.0498,0.0602,-0.0017,0.0186,0.0295,0.0233,-0.0001,-0.1046,0.8341,-0.0173,-0.0175,-2.0,0.0999,-0.0969,0.3175,4.2,0.0318,-0.7411,-1.2,0.0204,-0.0132,-0.069,-0.685,0.0638,0.1767,-1.4,-0.0943,0.0964,-0.0344,0.3432,0.0719,-0.5571,0.1182,-0.0029,0.0092,0.1239,-0.0128,0.9117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
