Date,Close,High,Low,Open,Volume,XL,GR,CC,BK,BB,AK,RO,KK
2026-08-24,22175.0,22175.0,22100.0,22100.0,40000,,,,,,,,
2026-08-26,22100.0,22175.0,22025.0,22100.0,41300,0.0066,0.0,0.0154,0.0,-0.0044,-0.0176,0.0,0.0
2026-08-27,22100.0,22175.0,22000.0,22100.0,41600,0.0066,0.0,0.0,0.0176,-0.0287,-0.0022,0.0022,0.0044
2026-08-28,21950.0,22075.0,21850.0,22025.0,40800,-0.0066,-0.0087,0.0153,0.0,0.0,0.0,0.0,0.0
