Date,Close,High,Low,Open,Volume,FZ,AK,DR,BQ,GR,HP,MG,RO,SQ,DH,OD,XC,YU,KK,LG,PD,AG,EP,LS,MI,XA,AZ,NI,YB,CC,TP,XL,ZP,HD,YP,CP,QA,CD,DX,KI,YJ,AT
2026-08-24,117.0,119.0,116.0,118.0,1810300,0.0,-0.0117,0.0,0.0,0.0048,0.0,0.0,0.0,0.0007,-0.0373,0.0002,0.0012,0.0,-0.0026,-0.0007,0.0064,0.0011,0.0239,0.0,0.0,0.0936,-0.0047,0.001,0.0,-0.0134,0.027,-0.0101,0.0,-0.0935,0.0141,0.0,-0.0002,0.0,0.0,0.0,0.0002,0.0
2026-08-26,115.0,118.0,114.0,117.0,1708000,0.0,-0.0132,-0.0046,0.0,-0.0345,0.0,0.0,-0.0014,-0.0023,0.0005,0.0001,0.0035,0.0286,-0.0027,0.0,-0.0021,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0009,0.0,-0.0026,0.0328,-0.0307,0.0004,-0.0,0.025,0.0,0.0,0.0044,0.0,0.0,0.0,0.0
2026-08-27,117.0,117.0,114.0,116.0,746400,0.0,-0.0063,0.0001,0.0,0.0065,0.0,0.0,0.0006,0.0013,0.0032,-0.0165,0.0002,0.0,-0.0137,0.0,-0.0132,0.0,0.0,0.0,0.0,0.0,-0.0044,-0.0,0.0,0.003,0.0035,0.0013,-0.0002,0.0001,0.034,0.0,0.0,0.0002,0.0,-0.0001,0.0002,0.0001
2026-08-28,119.0,126.0,116.0,117.0,8284800,0.0,-0.0049,0.0176,0.0055,-0.0034,0.0072,-0.0001,-0.0014,0.0147,0.0039,0.0005,0.0031,-0.0187,-0.0347,0.0001,-0.0012,0.0302,0.1182,0.0001,0.0012,0.0007,-0.001,0.0105,0.0083,-0.13,0.0023,-0.0458,-0.0001,0.0002,-0.0093,0.0266,-0.0,-0.0,0.0004,-0.0006,0.0,0.0
