Date,Close,High,Low,Open,Volume,AZ,AG,HP,QA,EP,ZP,SQ,GR,KI,YP,CC,OD,AT,CP,KK,TP,XL,XA,YB,BQ,XC,PD,AK,DH,NI,AO,DR,MG,PC,BS,ES,YU,LG,IN,IF,RO,IU,AD,SA,AI,DU,ZR,DX,YJ,FS,HD
2026-08-24,184.0,184.0,167.0,172.0,35348100,-0.0089,-0.0013,0.0,-0.0021,-0.0277,-0.0006,0.0362,-0.2446,0.0,-0.3493,-0.1475,-0.0109,0.018,0.0234,-0.583,0.0,-0.0443,-0.0235,-0.0084,0.0899,-0.0726,-0.1313,0.0,-0.0251,-0.0196,0.0,-0.0153,1.8,0.0,-0.0181,0.0004,-0.0234,0.0002,0.0,0.0,-0.0005,0.0018,0.0,0.0,-0.0028,0.0,0.0044,0.0216,-0.0101,-0.1656,-0.0123
2026-08-26,202.0,248.0,191.0,220.0,110717300,0.0414,-0.0032,0.0005,-0.0768,-0.0549,0.0761,-0.2719,0.0319,0.0261,-0.064,-0.0323,0.0901,-0.0184,0.1099,-0.0163,0.0328,2.3,-0.0072,-0.0234,-0.1616,0.1629,0.075,0.0,0.0842,0.0436,0.0,-0.0258,-2.3,-0.0,0.0061,-0.0006,0.0073,-0.0109,0.0028,-0.0031,0.009,-0.0022,0.0004,0.0009,0.0103,200.0,-0.0059,-0.0294,-0.0043,0.0,0.0
2026-08-27,195.0,214.0,179.0,191.0,19592500,-0.0006,0.0001,-0.0004,0.0008,-0.0039,0.0013,-0.0058,0.009,0.0055,0.068,0.013,0.007,-0.0188,0.0173,-0.0055,0.0205,-0.173,-0.0176,0.0662,-0.0241,-0.0481,0.0677,0.0,0.0239,0.0618,0.0,0.0167,-0.063,0.0,-0.0005,0.0005,-0.0162,-0.0002,-0.0025,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,192.0,204.0,183.0,200.0,5980000,-0.0029,-0.0,0.01,-0.001,-0.0189,-0.0006,0.0076,-0.0167,0.0324,0.0173,0.0713,-0.039,0.0353,0.0043,0.0625,0.0001,-0.1391,-0.006,0.002,-0.0178,0.0602,-0.0074,0.0014,-0.0022,-0.0539,0.0009,0.0022,-0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
