Date,Close,High,Low,Open,Volume,AG,YB,CC,YP,LG,DR,KK,NI,CP,GR,AO,QA,XL,XC,OD,PD,DH,HD,XA,AT,AI,SQ,KI,BQ,AK,EP,YU,MG,PC,YJ,IF,IU,RO,IT,ZP
2026-08-24,129.0,131.0,126.0,129.0,4010800,0.0,0.0032,0.0147,0.0343,0.0,-0.0053,-0.0264,0.0075,-0.0205,-0.0019,0.0004,0.0,0.0109,0.0042,-0.0008,-0.0011,0.003,0.0,-0.0001,0.0029,-0.0001,0.0,-0.0,-0.0194,0.0,-0.0061,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0
2026-08-26,123.0,128.0,122.0,128.0,3838800,0.0002,0.0092,0.0114,-0.0299,0.0001,0.0104,0.0803,-0.0224,-0.0002,0.009,-0.0005,0.0,-0.0832,-0.0013,0.0055,-0.0232,0.0098,0.0031,0.0,0.001,0.0,-0.0,100.0,-0.0037,-0.001,-0.0134,-0.0001,0.0035,0.0001,0.0001,0.0007,0.0295,-0.0003,0.0025,0.003
2026-08-27,126.0,128.0,121.0,121.0,6440300,-0.0,0.0003,0.0109,0.0227,-0.0001,-0.0041,-0.0628,0.0071,0.0291,-0.0107,0.0006,0.0,-0.0044,0.0039,0.006,0.001,0.0009,0.0006,0.0001,-0.0019,-0.0001,0.0011,0.0,0.0007,-0.0009,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,125.0,127.0,124.0,126.0,1119300,0.0001,0.0019,-0.0034,-0.0336,0.0374,0.0013,0.0075,-0.0087,0.0008,0.003,-0.0006,0.0,-0.0053,-0.0008,-0.0007,0.0025,-0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
