Date,Close,High,Low,Open,Volume,LG,HD,PD,CP,HP,ZP,NI,SQ,DR,IF,XL,YB,BK,AK,GR,CC,KK,YP,XA,DH,OD,XC,TP,AI,RO,BQ,ID,AZ,AG,EP,QA,MG,AF,AT,TF
2026-08-24,4360.0,4460.0,4210.0,4440.0,821500,0.0004,0.0,0.057,-0.02,0.0,0.0204,-0.0294,0.055,-0.0031,0.5657,0.3585,0.0002,-0.0044,0.3366,0.0042,0.2447,-0.9186,0.0474,-0.0128,-0.197,0.0026,0.0702,-0.0041,0.0008,0.1006,-0.0,0.0,-0.0128,0.0,0.0004,0.0039,-0.2167,-0.4488,-0.0004,-0.0004
2026-08-26,4190.0,4370.0,4120.0,4370.0,440400,-0.1823,0.0,0.0238,0.0,0.0,-0.0355,0.0024,0.0264,-0.0,0.1924,0.5345,0.0,-0.0032,-0.3984,0.0162,-0.1814,0.0251,0.005,0.0127,0.0046,-0.0217,0.0328,-0.0,0.0,0.0017,0.0,-0.0536,0.0005,0.0,0.0013,-0.0038,0.0004,0.0,0.0,0.0
2026-08-27,4210.0,4240.0,4110.0,4160.0,334300,-0.355,0.0,0.0,-0.0181,0.0004,0.0419,-0.05,-0.0113,-0.0004,0.3011,0.0405,0.0008,0.041,0.094,0.0315,-0.1858,0.0049,0.0853,0.0004,0.0,0.0004,0.0235,-0.0008,0.0008,0.0008,-0.0004,-0.0041,-0.0,-0.0415,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,4220.0,4290.0,4160.0,4210.0,272900,-0.2983,0.0004,0.004,0.0218,0.0021,-0.0426,-0.0204,0.0786,0.0108,0.1822,0.4754,0.0214,-0.0432,0.0088,-0.2067,-0.1494,-0.0021,-0.0112,0.0008,0.0021,-0.0017,-0.0323,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
