Date,Close,High,Low,Open,Volume,HP,QA,RG,GR,LS,YP,MI,OD,CP,AF,PD,DH,AK,BK,NI,CC,RO,FS,AZ,BS,RX,EP,ZP,HD,SQ,KI,RS,TP,AT,KK,XL,YB,DX,BQ,XC,YJ,AR,IF,DR,MG,AG,LG,XA,PG,AI,YU,SH,DD,AO,BR,KZ,IT,ES,FZ,BB,PC,ID,SF,CD
2026-08-24,955.0,975.0,950.0,960.0,30814400,-0.0091,0.2451,0.0002,0.5485,0.0,0.1684,0.0,-0.8203,0.2935,0.0077,-0.3008,0.142,-0.1023,2.2,0.1552,-2.9,0.0071,0.0,0.118,0.0,2.9,0.1646,-0.6002,0.0025,-0.4531,-0.0139,0.0,-0.0238,-0.0065,0.1067,-0.8829,0.0633,0.2271,-0.0783,-0.7253,0.0021,0.0,-0.0001,-0.2821,0.1129,0.008,0.0534,-0.0159,-0.1119,0.0584,-0.2203,0.0,0.0,-0.0519,0.0,0.0,0.1194,0.0,0.0096,0.0,-0.0003,-0.0048,0.0005,-0.0403
2026-08-26,940.0,980.0,935.0,960.0,42142100,0.0012,-0.1994,0.0,-0.11,0.0,-0.7509,0.0,-0.9663,2.0,0.0094,-1.2,-0.8055,-1.8,-1.3,-1.0,-0.8783,-0.0132,0.0,0.12,0.0955,4.8,-0.228,-0.4225,0.0333,0.1418,1.2,0.0,-0.6446,-0.0267,0.0116,-0.8046,0.1292,0.1952,-0.4778,0.1296,0.0721,-0.0188,1.2,-0.2987,-0.126,0.1091,-0.0344,0.058,-0.1376,0.5997,-0.5049,0.0,0.0,0.0,0.0191,-0.4339,0.0094,0.475,-0.0098,1.9,0.0,0.0,0.0,0.0
2026-08-27,965.0,965.0,925.0,930.0,37976200,-0.0293,0.2162,0.0028,-0.8541,0.1102,-0.2967,0.0,-3.8,-1.1,0.0,-0.73,-0.0615,2.1,2.0,1.5,-6.3,0.0111,0.0,0.8792,0.188,3.6,-0.1573,2.7,0.0058,-0.1155,-0.1378,0.0,0.0067,-0.0016,0.0233,0.3742,-0.1036,0.0349,-0.0502,-0.2262,-0.1214,-0.0048,0.0048,0.3274,-0.0233,-0.002,-0.0082,-0.0302,-0.0478,0.1524,-0.0726,-0.0001,0.0082,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,955.0,970.0,945.0,965.0,36233900,0.0866,0.4093,-0.0029,0.3813,0.1055,0.9575,0.0772,-2.5,-0.2742,0.1021,0.3339,0.1776,-10.3,-2.1,0.4842,1.6,0.2087,0.095,0.8491,0.3183,4.1,0.2773,-2.9,-0.033,1.6,1.7,-0.2328,-0.7671,-0.1133,0.3325,3.2,0.1185,-0.2802,-0.1045,1.4,0.0609,-0.0143,-0.1409,0.6104,-0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
