Date,Close,High,Low,Open,Volume,AK,TP,YB,AT,XL,MG,HD,RF,KK,DR,HP,AO,LG,DH,NI,AI,XA,KI,ZP,YP,SQ,AZ,CP,CC,EP,BQ,PD,GR,OD,BK,XC,YJ,FS,RS,YU,IF,GA,AG,RO,LS,QA,FZ,DX,MI,PG,IU
2026-08-24,3890.0,3940.0,3840.0,3940.0,1645400,0.3621,0.017,-0.0267,0.0198,-0.2689,0.0,-0.0054,0.0,-0.0116,-0.005,0.0,0.0,-0.0139,-0.3772,-0.4674,-0.6141,0.0,2.0,0.0283,0.3051,-0.0555,0.0228,0.1283,-0.1208,0.0086,-0.0647,-0.8292,0.0019,-0.0707,0.2171,-0.1033,-0.3357,-0.0008,0.2316,0.0039,0.0078,0.0,-0.0011,0.0,-0.0101,0.0,0.0,0.0078,0.0,0.0,0.0
2026-08-26,3760.0,3890.0,3750.0,3890.0,2256700,-0.5464,0.0381,-0.0166,0.0342,-0.384,0.0038,-0.0045,-0.762,0.0809,-0.0821,0.0,0.0,0.0415,0.0335,-0.3837,-0.5183,0.0008,2.0,-0.841,-0.1156,0.0578,-0.1585,0.1474,0.5372,0.0736,0.0961,-0.1587,-0.0254,-0.1398,-0.2508,0.9719,0.0,0.0767,0.152,0.004,0.0175,0.0,0.0,-0.0241,-0.0035,0.0008,0.0005,0.0076,0.0049,0.0075,-0.0085
2026-08-27,3820.0,3880.0,3680.0,3750.0,1461300,0.417,0.0557,-0.0584,0.0,0.192,0.0004,0.033,-0.6863,0.135,0.0299,0.0044,-0.376,0.1356,-0.0414,-0.4961,0.1846,0.0,0.2294,0.5224,-0.0564,0.0139,-0.0446,-0.3803,0.0248,0.0121,-0.0439,-0.1199,-0.027,0.0761,0.2122,-0.138,0.075,0.0373,0.1324,-0.0245,0.0089,-0.0385,-0.0001,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,3800.0,3890.0,3780.0,3860.0,1275000,-0.183,0.128,0.0145,0.0229,0.7931,-0.0004,-0.0221,-0.0745,0.0041,-0.0214,-0.0011,-0.1765,-0.0068,0.0099,0.493,-0.1005,-0.0042,0.4906,0.0435,0.0689,0.1446,0.0583,-1.3,-0.8408,0.2267,0.0308,-0.3096,-0.038,0.1547,-0.0707,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
