Date,Close,High,Low,Open,Volume,FZ,DR,GR,MG,HP,AO,SQ,AR,OD,SA,JB,YU,KK,LG,PD,AZ,EP,LS,XA,CC,NI,BB,IF,XL,ZP,CD,BF,KI,AK,BQ,XC,AG,IN,RB,YB,AI,TP,YP,HD,CP,QA,DX,BK,RO,MU,YJ,AT,RF,SH,YO,ZR,OK,DP,ES,DH,TF,KZ,PI,AH,MI,FS,IH,PO
2026-08-24,4500.0,4600.0,4460.0,4500.0,64829200,0.0,0.4009,-1.3,0.4325,3.1,-0.2514,-0.8154,-0.1113,-0.5952,0.0,0.0,9.4,0.8542,0.7371,3.9,1.4,0.7887,0.4588,-5.1,-25.0,-0.3678,13.0,4.1,10.5,-13.3,-9.5,0.0,0.8191,-11.8,-1.5,0.0,-2.0,1.0,0.0,1.0,-0.0594,5.6,16.4,-0.3283,-2.1,0.0,0.0,2.5,0.1687,0.0,-0.092,-0.0607,0.1483,-0.0808,0.0,0.456,-0.2275,0.0,-0.45,0.3855,0.0,0.0,-0.1037,-0.0225,-1.1,-1.8,0.2249,0.1721
2026-08-26,4390.0,4600.0,4390.0,4520.0,77753300,0.0,-1.1,-1.7,2.7,0.2493,3.0,5.6,-0.0199,0.3976,0.0,0.0,0.919,1.9,-1.8,-8.2,-9.8,-0.0445,0.2353,0.0,7.6,-3.9,13.0,0.0,4.5,-10.0,2.1,0.7075,-1.1,-8.1,-1.7,6.7,-0.1922,-0.651,0.0,-0.2988,0.7044,0.6011,2.0,0.0,2.8,0.0,7.4,-23.6,0.2784,-0.0021,2.7,0.2402,0.0,0.0,-0.2732,-0.4585,0.885,-2.0,0.661,-0.6841,-0.1226,6.8,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,4450.0,4470.0,4350.0,4380.0,38236000,0.0,1.4,-0.272,-0.432,0.6165,-0.6526,0.7086,-0.0373,0.1305,-0.0444,0.0,6.2,1.8,1.4,4.5,-2.1,-0.1789,0.4557,1.5,-1.6,2.1,1.9,-3.0,6.6,4.1,-0.4022,0.0,-0.2872,-33.9,0.865,3.9,-0.0013,0.1727,-0.035,0.4319,-0.0532,-5.6,-3.0,0.0,1.0,-0.0402,1.1,7.3,0.0482,0.0668,1.1,-0.1557,2.2,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,4410.0,4480.0,4370.0,4450.0,34578100,1.0,1.8,4.3,0.3504,2.0,-1.4,2.7,-0.0295,3.7,0.9341,-0.0,6.2,-0.3797,-2.7,-3.3,8.8,1.1,-0.2015,0.8646,-2.6,3.2,-8.0,-0.1431,9.4,8.9,0.5192,0.221,0.6014,-37.7,0.9963,2.1,-7.2,-0.198,-0.0307,0.3962,0.2932,2.6,14.1,0.2573,-0.1,-0.0222,-0.4098,-13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
