Date,Close,High,Low,Open,Volume,FS,AZ,AG,EP,SQ,GR,KI,YP,AI,LG,OD,IH,AT,CP,KK,TP,XL,YB,DX,BQ,XC,PD,YJ,NI,CC,DR,MG,RO,ZP,XA,HP,IU,CD,YU
2026-08-24,47.0,48.0,47.0,48.0,6044000,0.0,-0.0158,-0.0181,0.0962,0.0005,0.001,0.0,-0.0096,0.0,0.0,0.0043,0.0,0.0002,-0.0048,0.0015,0.0,0.0138,-0.012,0.0,0.0,-0.001,-0.0383,0.0,-0.0026,-0.0622,-0.0023,0.0014,0.0,0.048,0.0,0.0,0.0,-0.0,-0.0003
2026-08-26,45.0,47.0,45.0,47.0,22414800,0.0002,0.0234,0.0,0.0,-0.0443,-0.606,0.0827,-0.04,0.0,-0.0004,0.0504,0.0002,0.0014,-0.0156,-0.0265,0.0002,0.3018,0.0001,0.0,0.0027,0.2212,-0.053,0.0,0.0147,0.0476,-0.0139,-0.0195,0.0,0.0219,0.0001,0.0045,0.0458,0.0001,0.0
2026-08-27,45.0,45.0,45.0,45.0,4882900,0.0,0.0022,0.0,0.0039,-0.0021,-0.1494,0.0,0.001,0.0304,0.0,0.0012,0.0,0.0,0.0045,0.0235,0.0002,0.0167,0.0012,0.0045,0.0023,0.0055,0.0142,-0.0078,0.0021,0.0435,0.009,-0.0045,0.0,-0.0023,0.0002,0.0,0.0,0.0,0.0
2026-08-28,43.0,45.0,43.0,45.0,15749300,0.0002,0.0062,0.0006,0.0002,0.0013,-0.5914,0.0086,0.0598,-0.0011,0.0004,0.0028,0.0004,0.0049,0.0056,0.031,0.0004,0.1627,0.0229,0.0065,0.0006,0.0883,0.0127,0.0004,0.003,0.0845,0.0864,0.0017,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
