Date,Close,High,Low,Open,Volume,XA,KI,AZ,AT,XL,YP,CP,CC,EP,KK,CD,BQ,PD,OD,LG,XC,TP,SQ
2026-08-24,800.0,800.0,790.0,795.0,11500,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.002,-0.0021,-0.0001,0.0001,0.0
2026-08-26,795.0,810.0,795.0,805.0,7400,0.0,0.0001,0.0,0.0,-0.0014,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,-0.0001,-0.0001
2026-08-27,810.0,810.0,795.0,800.0,14100,0.0,0.0,0.0,0.0,0.0018,-0.0005,0.0,0.0004,0.0,-0.0002,0.0,0.0,-0.0001,0.0,-0.0014,-0.0001,0.0,0.0
2026-08-28,780.0,1010.0,770.0,810.0,318900,-0.0049,-0.001,-0.0001,0.0002,0.0132,-0.0042,-0.0007,0.0042,0.0007,0.0018,-0.0005,0.0006,0.0009,0.0042,-0.017,0.0027,0.0,0.0
