Date,Close,High,Low,Open,Volume,PD,GR,HP,CC,EP,SQ,XC,XL,MG,BQ,YP,NI,OD,YB,TP,DR
2026-08-24,30.0,30.0,29.0,29.0,331400,0.0001,-0.0006,0.0,0.0,0.0,0.0,0.0009,-0.0037,0.0038,0.0,-0.0015,0.0,0.0,0.0,0.0001,0.0009
2026-08-26,28.0,30.0,28.0,30.0,1227300,-0.0065,0.0052,0.0,0.001,0.0,-0.0,0.0009,-0.001,0.0024,0.0006,0.0,0.0,0.0,-0.0024,-0.0002,0.0
2026-08-27,29.0,29.0,28.0,28.0,345600,0.0012,-0.0005,0.0,0.0,0.0,-0.0004,-0.0,-0.0047,0.0072,-0.0,0.0001,0.0,-200.0,-0.0028,0.0,0.0
2026-08-28,29.0,29.0,29.0,29.0,232300,-0.0004,-0.0001,0.0,0.006,0.0001,-0.0004,-0.0026,-0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
