Date,Close,High,Low,Open,Volume,NI,AI,YP,AZ,XL,MG,SQ,CC,KK,AG,DR,PD,OD,AO,XC,YB,HD,AT,LG,QA,CP,MU,EP,DX,BQ,GR,DH,YU,DU,FZ,XA,KI,ZP,RO,TF
2026-08-24,77.0,78.0,76.0,76.0,1424500,0.0017,0.0,0.021,-0.0,0.0122,0.0,-0.0002,-0.0014,0.0,0.0,-0.0282,-0.0095,0.0,0.0,-0.0117,0.0,-0.0001,0.0,0.0,0.0001,0.0193,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017,0.0,-0.0015
2026-08-26,77.0,88.0,77.0,82.0,29305300,-0.0057,0.0,-0.2273,0.0013,0.2468,0.0703,-0.0397,-0.0196,0.0118,0.0385,0.0018,-0.0176,0.0032,0.0033,0.015,0.002,0.0,0.0077,-0.0067,0.0077,-0.0658,0.016,-0.0849,0.0,-0.0065,-0.0042,-0.0084,-0.0122,0.0,700.0,0.0519,0.0243,-0.0032,0.0001,0.0
2026-08-27,77.0,79.0,75.0,78.0,3165400,0.0155,0.0032,0.0553,-0.0001,-0.0529,-0.027,0.0001,0.0085,0.0011,0.0,-0.0082,-0.0001,-0.002,0.0,0.0002,-0.0017,-0.0001,-0.0,-0.0008,-0.0001,0.0055,-0.0003,0.0001,-0.0004,0.0037,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,76.0,78.0,76.0,78.0,1435900,0.0016,-0.002,0.0288,-0.0026,0.0115,-0.0303,-0.0024,-0.0251,0.0019,0.0,0.0013,0.0039,-0.0001,0.0091,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
