Date,Close,High,Low,Open,Volume,TP,NI,BR,YP,YB,MG,XL,CP,HD,CC,KK,DR,PD,XC,SQ,IF,GR,YU,AZ,EP,YJ,OD,LG,AT,TF
2026-08-24,135.0,138.0,135.0,138.0,726200,0.0,-0.0007,0.0193,-0.0027,0.0,0.0051,-0.022,0.0,-0.0,-0.0136,0.0,0.0,0.0062,0.0008,-0.0,0.0,0.0,0.001,0.0,0.0,0.0068,0.0,0.0,-0.0001,0.0
2026-08-26,132.0,136.0,130.0,136.0,728600,0.0,0.0,0.0371,-0.002,0.0005,0.0,-0.0258,0.0,-0.0,0.0032,0.0054,0.0,0.0002,-0.0025,0.0,0.0,0.0,0.0003,-0.0049,-0.0143,0.0029,-0.0,-0.0002,0.0,0.0
2026-08-27,132.0,133.0,131.0,132.0,115500,0.0,0.0001,0.0076,-0.0038,-0.0005,0.0,-0.0046,-0.0,0.0,0.0005,0.0005,0.0,0.0,-0.0,0.0,-0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,132.0,132.0,131.0,132.0,628900,0.0002,0.0001,0.0045,0.0039,0.0039,-0.0086,-0.0019,0.0013,-0.0,0.0,-0.0009,-0.0005,-0.0017,-0.0005,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
