Date,Close,High,Low,Open,Volume,AK,TP,BR,YB,MG,AT,XL,HD,KK,IH,LG,DH,QA,DU,NI,XA,ZP,YP,AZ,PC,CP,CC,EP,BQ,PD,GR,XC,OD,BK,RO,SQ,ID,IF,KI,FS,DR,AO,YU,DX
2026-08-24,148.0,149.0,144.0,144.0,49539900,0.2261,0.0,-0.5483,-0.0022,0.0003,0.3774,0.2107,0.0169,-0.0379,-0.0038,-0.0008,-0.0007,0.0007,0.3928,0.0001,-2.2,0.0151,-0.0773,-0.0119,-0.0,1.5,-0.0819,-0.0015,-0.0155,-0.1875,0.0098,-0.0578,-0.0044,0.4484,0.0,-0.0069,0.0,0.0002,0.0,0.0,0.0,0.0044,-0.0368,-0.0003
2026-08-26,144.0,149.0,143.0,148.0,45198800,-0.5345,0.0065,0.6095,0.0433,0.126,-1.2,-0.3866,-0.0126,0.0142,0.0474,-0.0039,-0.0462,0.0005,-0.3847,-0.3243,2.6,0.0469,-0.0942,0.1409,0.0,0.0344,-0.6056,-0.0418,-0.0262,0.0132,0.0095,-0.0365,-0.0014,0.0723,-0.0184,0.0002,0.0,0.0,-0.0264,-0.0059,0.0,-0.0089,0.0,0.0
2026-08-27,151.0,151.0,142.0,143.0,47740800,-0.1235,-0.0023,-0.3857,0.0036,0.3076,2.0,-0.1793,0.0065,-0.052,-0.1117,0.005,-0.0777,-0.0011,0.3846,0.4275,-0.9871,0.1351,0.0193,-0.0018,0.0,-1.7,0.0031,0.0,-0.0128,-0.0527,-0.0133,0.1102,0.0266,0.3393,-0.0006,-0.0005,-0.0002,-0.0418,-0.0005,-0.0104,0.0006,-0.0037,0.0,0.0
2026-08-28,152.0,153.0,149.0,152.0,41273300,0.0242,0.0015,0.4767,-0.0416,0.1663,-0.0202,-0.1784,-0.008,-0.0183,-0.0952,0.2958,0.0156,-0.0,-0.3891,-0.2467,-1.1,-0.0039,0.0053,-0.0048,300.0,1.5,-0.4239,-0.001,0.0306,-0.0044,0.002,-0.1136,-0.0163,0.0609,-0.0002,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
