Date,Close,High,Low,Open,Volume,KK,MG,CC,YP,XL,XC,OD,YU,PD,SQ
2026-08-24,520.0,530.0,500.0,525.0,4000,-0.0003,0.001,-0.0006,0.0,0.0001,-0.0002,-0.0001,0.0,0.0,-0.0
2026-08-26,530.0,535.0,498.0,500.0,7100,-0.0022,0.002,0.0005,0.0001,-0.0005,0.0001,0.0,-0.0,0.0,0.0
2026-08-27,525.0,530.0,496.0,510.0,7900,-0.0019,0.0006,0.001,0.0,-0.0002,0.0006,-0.0001,0.0,0.0,0.0
2026-08-28,515.0,525.0,498.0,510.0,2400,-0.0002,0.0001,0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
