Date,Close,High,Low,Open,Volume,PD,DR,XA,CC,NI,XL,SQ,YP,DH,XC,KK,DX,BK,AI,FZ,AZ,OD,KI,LG,CP
2026-08-24,470.0,472.0,456.0,472.0,133700,0.0007,0.0,0.0326,-0.0082,0.0,0.0075,0.0,-0.0335,0.0004,0.0045,0.0004,-0.0047,-0.0002,0.0005,0.0,0.0,-0.0,0.0,0.0002,-0.0001
2026-08-26,468.0,470.0,458.0,470.0,47700,0.0003,0.0,0.0006,0.0032,-0.0003,-0.0074,0.0009,0.0043,0.0048,-0.0003,-0.0006,-0.0058,-0.0001,-0.0001,0.0005,-0.0002,0.0002,-0.0,0.0,0.0
2026-08-27,466.0,470.0,462.0,470.0,26800,0.0011,0.0,0.0027,0.0,-0.0,-0.0033,0.0,0.0047,0.0,-0.0003,-0.0001,-0.0046,0.0,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,468.0,468.0,460.0,462.0,130100,0.0011,-0.0001,0.0018,0.0026,-0.0002,-0.0061,0.0042,-0.0002,0.001,0.0002,0.0002,-0.0046,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
