Date,Close,High,Low,Open,Volume,MG,YB,CC,YP,NI,LG,XL,KK,DR,XC,OD,CP,SQ,PD,BQ,IF,DH,HP,EP,AZ,GR
2026-08-24,2260.0,2320.0,2230.0,2320.0,27500,0.0,0.0,0.0015,-0.0005,-0.006,0.0179,-0.023,0.0,0.0,0.0071,0.0029,0.0,0.0,-0.0002,0.0,0.0,0.0,0.0,0.0002,0.0002,-0.0002
2026-08-26,2180.0,2260.0,2050.0,2260.0,49200,0.0004,0.0,0.0287,-0.0231,0.0026,0.0,-0.0564,0.0,0.0002,0.0273,0.015,0.0,0.0002,0.0,0.0,0.0004,0.0,0.0044,0.0002,0.0,0.0
2026-08-27,2170.0,2180.0,1930.0,2180.0,36600,0.0,0.0,0.0127,-0.0003,-0.0,0.0,0.0045,0.0,0.0,0.0047,0.0024,0.0,-0.0231,0.0022,0.0009,0.0002,0.0,-0.0044,0.0002,0.0,0.0
2026-08-28,2150.0,2550.0,2110.0,2180.0,307700,0.0001,-0.0025,-0.0497,-0.0059,0.004,-0.0223,0.0398,0.001,-0.0002,-0.0316,0.001,-0.0013,0.0553,-0.0007,0.0119,0.0001,0.0012,0.0,0.0,0.0,0.0
