Date,Close,High,Low,Open,Volume,AT,MG,XL,KK,DR,AO,DH,NI,YP,CP,CC,EP,DX,AG,BQ,PD,GR,OD,XC,YB,YJ,HP,QA,XA,AZ,RG,SQ,FS
2026-08-24,128.0,131.0,125.0,126.0,1037000,-0.0026,-0.0016,-0.0314,-0.0025,0.0003,0.0,0.0435,-0.013,-0.0084,-0.002,0.0001,0.0,-0.0003,0.0,0.0081,0.0059,0.0,-0.0004,0.0013,-0.0,0.0,0.0,0.0,0.0,0.0038,0.0002,-0.0013,0.0001
2026-08-26,131.0,132.0,127.0,129.0,1472600,0.0016,0.0,0.0227,-0.0034,-0.0,0.0001,0.0013,-0.0025,0.008,-0.0131,-0.0234,0.021,0.0,0.0,0.0114,-0.0202,0.0,-0.0026,-0.0057,0.0068,0.0005,-0.0026,-0.0,0.0007,0.001,-0.0002,-0.0014,0.0
2026-08-27,130.0,131.0,126.0,128.0,573500,-0.0038,0.0,0.0036,0.0003,0.0,0.0,0.0001,0.0049,-0.0012,-0.0,-0.001,0.0053,0.0,0.0,0.0004,-0.0134,0.003,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,128.0,130.0,126.0,128.0,998400,0.0012,0.009,-0.0063,-0.0064,-0.0003,-0.0001,-0.0,-0.0076,0.0058,0.0397,-0.0114,-0.0002,-0.0101,-0.0025,-0.0023,0.0029,0.0004,-0.0052,-0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
