Date,Close,High,Low,Open,Volume,BS,AT,CP,ZP,TF,NI,SQ,IF,QA,XL,YB,CD,AZ,KI,YP,DH,OD,XC,LS,LG,HD,PD,BQ,HP,MU,EP,AO,RS,DR,MG,YU,AK,GR,CC,KK,YJ,XA,JB,KZ,TP,AI,RO,BK,AG,FZ,FS,DX,PG,BR,MI,SH,SS,AR,IT
2026-08-24,318.0,330.0,316.0,328.0,35248600,-0.0001,-0.0084,-0.0863,-0.1354,0.0,0.0087,0.7019,-0.0091,-0.0017,0.9956,-0.133,0.1292,0.0765,0.0071,-0.4175,0.0293,-0.0654,-0.3535,0.0064,0.0324,0.017,-0.0834,0.1903,-0.0206,0.0,-0.0604,0.0127,0.016,-0.0037,0.0136,-0.3142,-1.1,0.0262,0.6994,0.2861,0.0005,-0.1142,0.0,0.0,-0.045,-0.283,-0.0002,-0.0191,-0.0001,0.0,0.4546,0.0052,0.319,0.0001,0.005,0.0001,0.0016,-0.7943,-0.0002
2026-08-26,310.0,318.0,310.0,316.0,21044700,0.0,0.0005,0.0194,-0.3915,0.0,-0.0699,0.2855,0.0,0.0012,-0.6709,0.0821,-0.0014,-0.0017,0.0018,-0.197,0.0004,0.4131,-0.0318,0.0225,-0.0614,-0.0,-0.3998,0.0034,0.0001,0.0,-0.0256,0.0063,0.0,0.0274,0.0046,0.2014,-0.1821,0.1486,0.4268,0.0433,0.0155,-0.0621,0.0,0.0,-0.0037,0.0037,0.0,0.0,0.2886,0.0063,-0.0552,-0.0063,0.158,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,314.0,316.0,306.0,310.0,5126200,0.0,0.0631,0.03,-0.091,0.0007,-0.1619,0.0031,0.0,0.0001,0.0464,-0.0326,-0.0023,-0.0073,0.0,0.1168,0.0175,0.0108,-0.0539,-0.0002,-0.0014,0.0022,-0.0662,0.0471,0.0,0.0,-0.0617,0.0308,0.0,0.0001,-0.0032,0.0064,0.1197,0.0007,0.1291,-0.0766,0.0001,-0.0309,0.0,0.0,-0.0335,0.0056,-0.0001,-0.0081,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,316.0,318.0,314.0,314.0,7159300,-0.0001,0.0023,-0.0713,0.0447,0.0009,0.0815,0.7529,-0.0024,-0.0011,-0.0691,0.0036,-0.031,0.0097,0.0012,-0.1248,-0.0393,-0.0018,-0.0967,-0.0036,0.0374,0.0035,0.0205,-0.0401,0.0002,0.0032,0.0029,0.0063,0.0158,-0.2024,-0.001,0.0031,-0.2994,0.0996,0.1726,-0.1387,0.0001,0.0379,0.0,-0.172,-0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
