Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,DH,YU,IF,XA,KI,YP,PC,MU,CC,DX,BQ,PD,GR,OD,XC,AK,RB,ES,AT,ZR,YJ,DR,HP,AO,LG,NI,AZ,SQ,CP,EP,BK,RO,ZP,KZ,SH,QA,AI,MG,AG,AR,IH,IU,CD
2026-08-24,710.0,720.0,700.0,715.0,12563900,0.1047,0.164,0.4447,0.9169,0.0036,0.1126,-0.0647,0.0847,-0.0028,-0.0112,0.0125,-0.0563,0.0028,0.0,0.4349,0.0621,0.0663,-0.3693,-0.0069,-0.0078,0.2366,-0.4773,0.0,0.0,-0.0073,0.0,0.0,-0.021,0.0026,0.05,0.0129,-1.6,0.0061,0.0563,0.3952,0.0385,0.5029,0.0001,-0.9333,0.0,0.0,-0.0004,-0.1058,-0.0038,0.0071,0.001,0.0,0.0007,-0.0793
2026-08-26,675.0,705.0,675.0,705.0,32215100,0.1966,-0.6364,0.5871,-0.047,0.1378,0.0442,0.0,0.3807,0.0,0.41,0.0383,0.3235,0.0,0.0,1.6,0.0218,-0.0496,-1.1,0.469,0.3268,0.1572,1.4,0.0,0.0,0.0763,0.0257,0.0,-0.1533,-0.0408,0.0992,0.0852,1.2,0.0287,-2.5,-0.5789,0.108,0.909,0.057,-2.1,-0.1265,0.0,-0.0032,0.1914,0.0669,-0.0941,-1.5,-0.0103,-0.026,-0.0332
2026-08-27,695.0,695.0,660.0,665.0,15956200,-0.2286,-0.0234,-0.4905,0.3162,0.0,-0.0068,-0.0047,-0.3117,-0.0211,-0.0766,0.0307,-0.312,0.0,0.0,0.3837,0.0995,0.0,-0.0206,-0.0433,0.2195,-0.1269,2.5,0.0,-0.007,-0.035,0.0,-0.001,-0.2419,-0.0207,-0.1459,-0.0373,-0.3023,0.0092,-2.9,-1.1,0.0,1.2,-0.0421,0.4719,0.0204,0.0003,0.0001,1.3,-0.0169,-0.0016,0.0,0.0,0.0,0.0
2026-08-28,690.0,700.0,690.0,700.0,9415300,0.1313,0.006,0.5544,-1.1,-0.025,-0.0079,0.105,0.3506,-0.0006,0.0698,0.0679,-0.149,0.0001,0.0001,-0.4781,0.0077,-0.0229,-0.0969,0.0129,-0.0268,-0.154,1.2,-0.0127,-0.007,-0.013,-0.0242,0.0693,0.0015,-0.0208,0.001,-0.0032,-0.5425,-0.0124,-0.0481,-0.0092,0.0091,0.2324,0.0007,-0.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
