Date,Close,High,Low,Open,Volume,NI,YP,XL,CC,AG,DR,PD,HP,SQ,QA,AZ,CP,KK,XC,YU,AT,KI
2026-08-24,615.0,630.0,610.0,610.0,39200,-0.0001,0.0001,0.0097,-0.0051,0.0,0.0,-0.0,0.0001,-0.0018,-0.0032,0.0,0.0,0.0,0.0002,0.0,0.0,0.0001
2026-08-26,605.0,630.0,595.0,610.0,24400,0.0003,-0.0,500.0,0.0018,0.0,0.0,0.0027,0.0002,0.0005,0.0,0.0,0.0,0.0004,-0.0007,-0.0055,0.0002,0.0
2026-08-27,630.0,630.0,605.0,605.0,30600,0.0019,-0.0126,-0.0021,0.0003,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0126,0.0001,0.0002,-0.0006,0.0,0.0,0.0
2026-08-28,620.0,630.0,620.0,630.0,5000,-0.0003,-0.0002,0.0006,0.0017,0.0001,0.0001,-0.002,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
