Date,Close,High,Low,Open,Volume,FS,MG,YB,CC,LG,DR,KK,NI,XC,GR,AZ,PD,TP,YJ,IF,EP,DH,XA,RO,AO,YP,AT,XL,CP,OD,QA,SQ,KI,BQ,ZP,AK,RG,AG,HD,FZ,DU,PC,DX,LS,AI,ES,MU,SF
2026-08-24,87.0,88.0,86.0,87.0,3461200,0.0,-0.0781,0.002,0.0029,-0.0012,0.0,-0.0059,-0.0009,-0.0072,0.001,0.0,0.0024,0.0009,0.0,0.0,0.0009,0.0044,0.0,0.0,0.0,0.0723,-0.0052,-0.0083,0.0101,0.01,0.0001,0.0,0.0,0.0006,0.0,-0.0006,0.0,0.0,-0.0008,-0.0,0.0009,0.0,0.0,0.0131,-0.0132,0.0,0.0,0.0
2026-08-26,86.0,88.0,86.0,87.0,4694000,0.0,0.0,-0.0071,0.0103,0.0,0.0,0.0287,-0.001,0.0041,-0.0025,0.0001,0.0117,-0.0013,0.0,0.0,0.0067,-0.0004,-0.0006,0.0,0.0,-0.0285,-0.0001,-0.0317,-0.0102,0.0907,0.0,-0.0026,0.0279,-0.0033,0.0,-0.0472,0.0,0.0,0.0,0.0,-0.0009,0.0,0.0,-0.0519,0.0057,0.0,0.0017,0.0017
2026-08-27,95.0,98.0,84.0,85.0,69907600,0.0,0.1043,0.002,-0.1173,0.0417,-0.003,-0.0951,0.0543,0.1032,0.0061,-0.0003,-0.0097,0.0027,-0.0006,-0.0347,-0.0367,-0.0027,0.0509,-0.001,0.0,-0.1758,-0.0242,0.0464,0.1413,-0.2129,0.0006,-0.055,-0.0325,-0.0044,-0.0015,0.3286,0.0,-0.0003,0.0004,0.0001,0.0001,-0.0001,0.0001,-0.0636,-0.0114,-0.0001,0.0,0.0
2026-08-28,91.0,95.0,90.0,92.0,28528300,0.0,-0.1133,0.0228,0.1206,-0.0633,0.0004,0.0046,-0.0173,-0.0644,0.0066,0.0001,0.0067,0.0005,0.0276,0.0191,0.0003,-0.0021,-0.0559,-0.0046,0.0008,0.0397,-0.0079,-0.022,0.0522,-0.0088,0.0002,0.0237,-0.0047,-0.0105,0.0985,-0.0506,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
