Date,Close,High,Low,Open,Volume,AO,YP,NI,BB,BQ,KK,XC,RO,HD,DX,AT,CP,PD,YU,IF,AZ,BR,DH,OD,MU,AG,XL,XA,DR,CC,EP,YJ,SQ,GR,YB,PC,ZP,TP,MG
2026-08-24,178.0,179.0,174.0,175.0,1149700,-0.0373,-0.0198,-0.0018,0.0,-0.0003,-0.0002,-0.0004,0.0,0.0,0.0,0.0,0.0,-0.0001,0.0,0.0,0.0214,0.0194,0.0,-0.0036,0.0,0.015,0.0795,0.0001,0.0,-0.0287,0.0,-0.0003,-0.0252,0.0,-0.0177,0.0,0.0,0.0,0.0
2026-08-26,177.0,179.0,176.0,177.0,1011300,0.0266,0.0001,-0.0,0.0,-0.0092,-0.0058,0.0001,0.0,-0.0002,0.0,0.0,-0.0019,0.003,0.0,0.0,0.0239,-0.018,0.0,0.0,0.0089,-0.0,0.0117,0.0,0.0,-0.0361,700.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0028,-0.0004
2026-08-27,182.0,184.0,175.0,175.0,2842400,-0.0978,-0.0312,-0.0039,0.287,0.0099,-0.0116,-0.0065,0.0,-0.0017,0.0,0.0015,-0.0017,-0.0202,-0.09,0.0,-0.0181,0.0206,0.0,-0.0177,0.0,0.0118,-0.0783,0.0,0.0,0.0717,-0.0091,-0.0004,-0.0091,-0.0036,-0.0015,-0.0,-0.0,0.0,0.0
2026-08-28,183.0,185.0,181.0,182.0,3363500,-0.0135,-0.0686,-0.0092,0.32,-0.1194,-0.0001,0.0002,0.0,0.0254,0.0,-0.0015,0.0001,0.0083,-0.182,-0.0013,0.0529,-0.1269,-0.0001,-0.006,0.0054,0.0736,0.0295,-0.0003,-0.0001,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
