Date,Close,High,Low,Open,Volume,MG,XL,AT,HD,KK,AO,LG,DH,QA,NI,KI,YP,AZ,CP,CC,EP,DX,AG,BQ,PD,GR,XC,ZP,YB,PG,XA,SQ,RO,RB,FS,DR,GI,YU,IF,OD,HP
2026-08-24,222.0,228.0,216.0,226.0,1137400,0.0005,0.0141,0.0,0.0,-0.0201,0.0,0.0,-0.003,0.0008,0.0,0.0,0.009,0.0,0.0048,0.0311,0.0008,0.0258,0.0,0.0,-0.0021,0.0079,-0.0168,0.0,-0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0002,-0.0722
2026-08-26,234.0,244.0,220.0,222.0,7077400,-0.0771,-0.2903,-0.0119,0.0,0.1025,0.0,0.4783,-0.1158,0.0,-0.0104,0.0,-0.0345,-0.0991,0.144,0.0397,0.0025,0.0026,0.0,-0.0629,0.0271,-0.0485,-0.027,0.0,0.0063,0.0,-0.0006,-0.017,-0.0008,0.0,0.0002,-0.0046,-0.0001,0.0002,0.0006,-0.0036,0.0
2026-08-27,244.0,246.0,230.0,240.0,2203400,0.0349,-0.0582,0.0,0.0249,0.045,0.0,-0.0001,-0.0497,0.0031,-0.0048,-0.0024,-0.0229,0.0022,-0.0,0.1047,-0.0005,0.0057,0.0,-0.0505,0.0145,-0.0033,-0.0472,0.0028,0.0056,-0.0009,-0.0005,-0.0024,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,246.0,256.0,238.0,244.0,4489900,0.1461,0.0955,-0.0,-0.0251,0.0148,-0.1938,0.1245,-0.1951,-0.0033,-0.0112,-0.0008,0.1436,0.0052,-0.0439,-0.0752,0.0015,0.0302,0.0157,-0.0042,0.0357,-0.0033,-0.0694,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
