Date,Close,High,Low,Open,Volume,DR,GR,MG,HP,RO,SQ,OD,YJ,KK,AT,YU,LG,PD,LS,AZ,EP,XA,CC,NI,IF,XL,ZP,KI,BQ,PC,DH,XC,SH,TF,AG,IN,YB,AI,TP,FS,YP,HD,CP,QA,RG,CD,DX,BK
2026-08-24,150.0,154.0,149.0,153.0,5377300,-0.1617,-0.0134,0.0015,0.0076,0.0001,0.0855,0.0242,0.0,0.01,0.0,0.0024,0.0013,0.0093,0.0,0.0001,0.0029,0.0152,-0.0836,-0.1113,0.0001,0.0847,-0.015,0.0,-0.0023,0.0,0.0117,0.0288,0.0,0.0006,0.0,-0.0005,0.0002,0.003,-0.012,0.0,0.0371,0.0,0.0749,-0.0,0.0,0.0,-0.0015,0.0
2026-08-26,145.0,151.0,145.0,151.0,6936000,0.0198,0.0266,-0.0725,0.0016,0.0001,0.0208,0.0828,0.0015,0.053,-0.0074,0.0033,-0.0182,-0.0021,0.0,0.0132,0.026,0.0066,-0.2174,0.1977,0.0,-0.1782,0.0084,0.0,-0.0015,0.0,0.0228,0.0165,0.0004,0.0009,0.0,0.0,-0.0053,-0.0001,0.0026,0.0003,0.0884,-0.0,-0.0723,0.0,0.0,0.0,0.0,-0.0187
2026-08-27,145.0,147.0,143.0,145.0,8675300,-0.4413,0.0044,0.0218,0.044,-0.0002,0.0247,0.0161,0.0,0.0438,-0.0,0.0,0.0008,0.0179,0.0013,0.0337,0.043,0.0,0.0446,-0.1397,0.0,0.0729,0.0176,0.0,0.0003,0.0007,0.0405,0.0776,0.0,0.001,0.0,-0.0292,0.0001,0.0,0.0007,0.0,0.0965,0.0004,0.0,0.0,0.0007,-0.0006,-0.0001,0.0056
2026-08-28,146.0,157.0,144.0,145.0,39195800,-0.0442,0.0213,-0.0062,-0.0463,0.0467,-0.1565,-0.0714,0.012,0.0436,0.0053,0.0016,0.0027,0.0414,0.154,0.0355,-0.0534,-0.4597,-0.5989,-0.0022,0.0159,0.9204,-0.0781,0.0154,0.0604,-0.0,-0.0546,0.1237,0.0285,0.0012,0.0522,-0.0088,0.0098,0.002,0.0013,-0.0003,-0.1449,-0.0004,0.1316,0.0,0.0,0.0,0.0,0.0
