Date,Close,High,Low,Open,Volume,AK,SF,BR,YB,AT,XL,MG,HD,KK,DR,ID,HP,IH,LG,DH,IU,FZ,NI,AI,ZP,KI,AZ,YP,SQ,PC,CP,AR,EP,CC,BQ,PD,XC,OD,RO,EL,TP,AO,IF,QA,XA,GR,BK,DU,IN,ZR,PG,GI
2026-08-24,286.0,290.0,282.0,290.0,4793900,-0.029,0.0,-0.0511,-0.0427,0.0015,-0.2283,-0.0128,0.0,0.0354,0.0236,0.0,0.0,0.0,-0.0007,0.0046,0.0,0.0,-0.0211,0.0,0.0006,-0.0009,0.0218,0.092,-0.0026,0.0,0.0856,0.0,0.0221,0.1833,0.0009,-0.0107,-0.0436,0.0085,0.0,0.0,0.0,0.0001,-0.001,0.0,-0.0232,0.0,-0.0069,0.0,0.0,0.0,0.0,-0.0055
2026-08-26,300.0,302.0,288.0,288.0,83832400,0.1414,0.0296,-1.4,0.0214,0.001,0.2506,0.0336,0.0,0.0357,-0.0646,-0.3965,-0.0378,-0.5509,0.0,-0.1356,-0.4471,-0.0958,0.0014,-0.3576,0.1011,0.0,-0.2601,-0.4105,-0.7765,-1.7,8.4,-0.2421,-0.0259,1.1,0.0805,-0.0316,-0.0328,-0.0223,0.0,0.0,0.0,0.0,0.0002,-0.0102,-0.0356,-0.0156,0.0,-0.7938,-1.5,-0.6762,-0.1188,0.0
2026-08-27,300.0,302.0,292.0,300.0,14238800,-0.2718,0.0,-0.0849,0.0251,-0.0147,0.4066,0.1718,0.003,0.0184,0.0506,-0.045,0.0511,-0.001,-0.0275,-0.2265,-0.0007,0.0,0.0031,0.0,-0.064,0.0,-0.0563,0.2506,-0.0305,0.0,-0.0277,0.0,-0.0425,-0.3117,-0.0112,0.085,0.1456,-0.0051,0.0002,0.0,0.0003,0.005,0.0016,0.0001,-0.0001,-0.0003,0.0031,0.0,0.0,0.0,0.0,0.0
2026-08-28,292.0,306.0,290.0,300.0,56364700,-0.058,1.1,0.3954,0.0636,0.6908,0.1462,0.0802,0.003,-0.0087,0.0587,0.046,0.0286,0.8811,-0.0078,0.2591,0.9332,0.2374,0.0186,-0.0032,0.0031,-0.0006,1.7,0.1436,0.0683,0.4329,-8.9,1.3,0.0126,-0.3564,0.2053,-0.0182,-0.0378,0.0093,-0.0001,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
