Date,Close,High,Low,Open,Volume,YU,MG,YB,CC,YP,NI,LG,KK,XL,XC,AZ,OD,KI,PD,TP,BQ,EP,DH,CD,DR,XA,RO,AT,CP,HP,SQ,HD,MU,GR,TF,IF,DX,ES,ZP,FZ,LS,QA
2026-08-24,143.0,145.0,131.0,133.0,27366300,0.0412,-0.1183,0.0021,-0.0402,-0.034,0.1175,-0.0045,-0.0033,-0.1023,0.0121,-0.1085,0.0157,0.1401,-0.0155,0.0199,-0.0155,0.0054,-0.0054,0.0,0.0494,0.0283,0.0,-0.0179,0.0106,-0.0,0.0145,-0.0,0.0,0.0287,0.0,0.0,0.0,0.0,-0.0143,0.0006,-0.0057,-0.0008
2026-08-26,130.0,144.0,130.0,143.0,6991300,-0.0315,-0.0048,0.0027,0.0372,0.0289,0.016,0.0014,-0.0208,-0.1623,0.0448,0.029,0.0223,-0.0001,0.0127,0.0137,0.0038,-0.0002,0.0044,0.0,-0.0042,-0.0267,0.0,0.0014,-0.0114,-0.0001,0.0199,0.0,0.0008,0.0227,0.0,-0.0,-0.0,0.0,0.0006,0.0,0.0,0.0
2026-08-27,134.0,135.0,125.0,128.0,2540700,-0.0039,0.0011,0.0,-0.0076,-0.0049,-0.0004,0.0001,0.038,-0.0711,-0.0016,0.0408,0.0018,0.0,-0.0027,0.0,0.0093,-0.0005,0.0008,-0.0005,0.0007,-0.0001,0.0001,-0.0001,-0.0001,-0.0001,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,133.0,135.0,132.0,135.0,1223200,0.0071,-0.0013,-0.008,0.0048,-0.0045,0.0071,0.0,0.001,-0.0306,0.0171,-0.0044,0.0002,0.0,0.0195,-0.0133,0.0014,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
