Date,Close,High,Low,Open,Volume,AT,KK,XL,XA,EP,SQ,GR,XC,PD,BQ,KI,YP,NI,CC,YU,IF,MG,LG,OD,DH,YJ,AK,DR,RO,AG,PO,ZP,SF,LS,AI,CP,AZ,TF
2026-08-24,50.0,51.0,50.0,50.0,4004300,-0.0001,0.0,-0.0578,0.0,-0.0015,-0.0052,-0.0156,-0.0014,-0.0561,-0.0001,0.0001,0.1698,0.0003,-0.0137,0.0,0.0,0.0,0.0,-0.0002,0.0012,0.0014,-0.0,0.0,100.0,-0.0115,0.0,-0.01,0.0,0.0,0.0005,-0.0,-0.0001,-0.0
2026-08-26,50.0,51.0,50.0,50.0,5369600,-0.0004,-0.0019,-0.0294,-0.0015,-0.001,0.005,0.0,-0.0061,0.0059,0.0,0.0,0.2237,0.0047,-0.0207,0.0,0.0,-0.0053,0.0,-0.005,-0.0004,0.0026,0.0,-0.0051,0.0,0.0,-0.0,0.0,-0.0352,-0.05,-0.075,-0.005,0.0,0.0
2026-08-27,50.0,51.0,50.0,50.0,3146100,-0.0011,-0.0,-0.1069,0.0,-0.0003,0.002,0.0003,-0.0099,0.0008,-0.0,0.0,0.1091,0.0052,-0.0117,0.0,0.0,-0.0034,0.0009,0.0133,0.0007,0.0,-0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,50.0,50.0,50.0,50.0,718000,0.0011,0.0,0.0247,0.0,-0.0005,0.0002,0.0005,0.0018,0.0003,0.0,0.0,-0.0237,0.0006,0.0007,0.0005,0.0,-0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
