Date,Close,High,Low,Open,Volume,AO,QA,ZP,SQ,GR,SF,KI,YP,MI,OD,AT,CP,KK,XL,BQ,XC,PD,DH,NI,CC,MG,RO,AZ,EP,LG,TF,YB,YJ,IF,AI,YU,XA,DR,AG,HD,MU,GI
2026-08-24,46.0,47.0,44.0,47.0,9198000,-0.0053,0.0219,0.0,0.0054,0.0014,0.0028,0.0,0.0097,0.0,-0.0138,0.0,0.0028,0.0,0.0374,0.0,0.0069,-0.1282,0.0,-0.0162,0.0061,0.0055,-0.0,0.0,0.0005,0.0061,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0529,0.0002,-0.0046,0.0045,0.0018
2026-08-26,46.0,50.0,45.0,47.0,13785000,0.011,-0.0303,0.0,0.0003,0.0,-0.0004,0.0006,-0.002,0.0,-0.0081,0.0005,0.0265,0.0031,0.0387,0.0,0.0019,0.0138,-0.0312,0.0019,0.0027,-0.0298,0.0,0.0001,0.0,-0.0,0.0,0.0,0.0,0.0007,-0.0,-0.0,-0.0013,0.0015,0.0,0.0,0.0,0.0
2026-08-27,46.0,47.0,44.0,46.0,7460400,0.0267,-0.0636,0.0,0.0033,0.0005,0.0,0.0003,0.0123,0.0,0.0,0.0,-0.0468,-0.0028,0.0393,0.0,0.0133,0.0019,-0.0001,0.0,0.0074,0.0045,-0.0,0.0026,0.0,0.0,-200.0,-0.0,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,46.0,47.0,45.0,45.0,5608200,-0.023,-0.0459,-0.0644,-0.0008,0.0004,-0.0002,0.0,-0.0012,0.0004,0.001,0.0007,-0.0093,-0.0092,0.1262,0.0,0.0019,-0.0067,0.0003,-0.0011,0.0056,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
