Date,Close,High,Low,Open,Volume,NI,XA,AT,SQ,XL,CC,KK,DX,BQ,PD,OD,XC,QA,YP,DH,SF,GR,CP,RO
2026-08-24,50.0,50.0,50.0,50.0,56400,0.0001,0.0,0.0,0.0001,0.0021,0.0,0.0,0.0,0.0,0.0001,0.0,0.0003,0.0,0.0,0.0,-0.0027,0.0,0.0,0.0
2026-08-26,50.0,50.0,50.0,50.0,311000,0.0001,-0.0,0.0,0.0025,-0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.007,0.0,-0.0055,0.0,0.0,0.0
2026-08-27,50.0,50.0,50.0,50.0,51600,0.0,-0.0002,0.0,0.0,-0.0019,0.0,0.0,0.0,0.0,0.0002,0.0,0.0008,0.0,0.001,0.0,0.0,0.0,0.0,0.0
2026-08-28,50.0,50.0,50.0,50.0,356100,0.0001,-0.0001,0.0,0.0,-0.0056,0.0,0.0043,0.0,0.0001,0.0006,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
