Date,Close,High,Low,Open,Volume,YU,CD,YB,CC,NI,LG,KK,DR,XC,AZ,GR,PC,PD,TP,DH,XA,RO,AO,YP,AT,XL,CP,HP,AI,QA,SQ,KI,OD,BR,BQ,ZP,AK,EP,MG,BK,IF,SH,SA,AG,FZ,YJ,DX,FS,SF,LS
2026-08-24,610.0,625.0,610.0,625.0,4345700,-0.2443,0.0,-0.0835,-0.0756,-0.0009,-0.005,-0.0404,0.0428,0.007,0.0284,0.0003,-0.0086,-0.2373,-0.0009,0.0011,-0.0153,-0.0061,0.0,0.0577,0.0006,0.207,0.0759,-0.0001,0.0,0.0002,0.0598,0.0462,0.1108,0.0,-0.0171,0.0028,-0.0378,0.126,0.0092,0.0127,-0.0072,0.0,0.0,0.0,0.0,-0.0002,-0.0081,0.0,0.0002,-0.0003
2026-08-26,585.0,610.0,585.0,610.0,8125400,0.1232,-0.0011,-0.2162,0.3987,-0.0267,-0.0085,-0.0636,-0.0006,0.1493,0.0295,-0.0025,0.0,0.0392,0.0023,0.0328,-0.0141,-0.0004,-0.0118,-0.5033,-0.0198,0.0697,-0.1443,-0.0033,-0.069,-0.0008,0.0381,0.0371,-0.0011,0.0,0.0017,0.0029,0.0706,-0.0381,-0.0272,0.038,0.0028,0.003,0.0,-0.0001,0.0001,-0.036,-0.0001,0.1495,-0.0,0.0
2026-08-27,600.0,600.0,560.0,580.0,6671700,0.0257,0.0,-0.4023,0.08,0.0348,-0.0005,-0.1122,0.0008,0.3072,0.0173,0.0021,0.0173,-0.0877,0.006,0.0554,0.0025,0.0072,0.0,-0.0387,0.0006,-0.3437,0.2134,-0.0168,-0.0179,0.0517,0.0213,0.0366,-0.0432,0.0,-0.0037,0.0108,0.2353,-0.0566,-0.0001,-0.0005,-0.0028,-0.0001,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,595.0,605.0,590.0,600.0,4106300,0.0007,-0.0012,0.0417,0.026,0.2062,0.0019,0.0269,0.0006,0.0452,0.0219,-0.0025,-0.018,0.2208,-0.0181,-0.0891,0.0002,-0.0004,-0.0001,-0.0203,-0.0007,-0.1735,-0.0532,0.0077,0.0605,0.0002,0.057,0.0001,-0.0004,-0.003,0.0527,-0.1135,-0.2911,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
