Date,Close,High,Low,Open,Volume,CC,OD,DX,DR,YP,XL,PD,AZ,XC,KI,AT,CP,EP,KK,SQ
2026-08-24,368.0,370.0,358.0,370.0,1300,0.0,0.0,0.0,0.0001,-0.0002,0.0001,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,360.0,360.0,354.0,356.0,25000,0.0001,0.0003,-0.0004,0.0002,-0.0001,0.0048,-0.0001,0.0004,-0.0001,0.0,0.0018,0.0002,0.0,-0.0071,0.0001
2026-08-27,360.0,366.0,350.0,366.0,6800,0.0002,0.0,-0.0001,-0.0006,-0.0002,0.0001,0.0002,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,360.0,366.0,352.0,352.0,2700,-0.0003,-0.0002,-0.0001,0.0003,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
