Date,Close,High,Low,Open,Volume,HD,PD,CP,BQ,NI,SQ,EP,DR,QA,IF,XL,MG,AZ,KI,GR,CC,KK,YP,XA,XC,AT,RO,OD,YB,DH
2026-08-24,87.0,92.0,82.0,85.0,1386800,0.0,0.0011,0.0,0.0064,-0.0085,-0.0049,0.0,0.0,0.0001,0.0002,-0.0448,0.0001,0.0,0.0,0.048,0.0,-0.0001,-0.0038,0.0,0.0143,0.0,-0.0046,-0.003,0.0,-0.0004
2026-08-26,90.0,91.0,79.0,87.0,2886500,0.0,-0.0001,0.0068,0.0025,-0.0045,0.0,0.0,0.0,0.0,0.0,0.0674,-0.0049,0.0001,0.0,-0.0451,0.0044,-0.0001,0.0101,0.0,0.0151,0.0,-0.052,0.0001,0.0002,0.0
2026-08-27,91.0,91.0,88.0,90.0,571500,0.0,-0.0,0.0029,0.0029,0.0005,0.0002,0.0,0.0,-0.0001,0.0,0.0056,0.0,-0.0001,0.0,0.0,-0.0002,-0.0,-0.0005,0.0,-0.005,-0.001,-0.0046,-0.0006,0.0,0.0
2026-08-28,90.0,92.0,86.0,86.0,3115800,0.1547,0.0003,-0.003,-0.0004,-0.0926,0.0003,-0.0041,0.0,0.0001,0.0005,0.0862,0.0046,0.0001,0.0001,0.009,0.0004,-0.0,-0.0004,-0.1547,-0.001,0.0,0.0,0.0,0.0,0.0
