Date,Close,High,Low,Open,Volume,AZ,AG,QA,EP,HD,ZP,SQ,GR,YP,LG,OD,MI,TP,CP,KK,XL,XA,YB,BQ,XC,PD,BK,AK,NI,CC,DR,MG,RO,HP,KI,AI,AT,DH,IF,FZ,LS,DX
2026-08-24,220.0,226.0,218.0,224.0,2410000,-0.0001,0.0,0.0007,0.0004,0.0011,0.0001,-0.0031,0.0,-0.0261,0.0,0.0054,0.0044,-0.0,-0.0189,0.0016,0.1487,0.0043,0.0015,0.0003,-0.0043,0.0096,0.0,0.0474,0.0431,0.0036,0.0111,-0.2537,0.0,0.0022,0.0033,0.0,0.014,0.0037,0.0,-0.0,0.0001,-0.0002
2026-08-26,214.0,220.0,210.0,220.0,3597800,0.0,0.0,0.0004,0.0007,0.0012,-0.0399,0.0629,0.0043,0.0347,0.0117,0.0147,0.0043,0.0,0.0015,0.0142,-0.1527,-0.0456,0.0123,0.0354,-0.0085,0.0421,0.0,-0.0741,0.0297,-0.0233,-0.0003,-0.002,0.0018,0.0013,-0.0026,0.0,0.0417,0.0191,0.0152,0.0,0.0,0.0
2026-08-27,218.0,220.0,210.0,214.0,2449900,0.0,0.0,0.0,-0.012,-0.0019,-0.0001,-0.0046,-0.018,-0.0083,0.0097,0.035,0.0,0.0,-0.0001,0.0068,-0.1078,-0.0,-0.0022,0.0001,-0.0013,-0.0212,-0.0001,0.0209,0.0939,-0.0222,0.0,0.0,0.0,0.0302,0.0,-0.0432,0.0495,0.0049,-0.0081,0.0,0.0,0.0
2026-08-28,226.0,226.0,218.0,218.0,3406400,0.019,0.0101,-0.0003,0.0113,-0.0005,-0.0,-0.0493,-0.0037,-0.0262,0.0217,-0.0224,-0.0089,0.0234,-0.0022,-0.0225,0.0828,-0.0056,-0.0004,-0.0001,0.0367,-0.0322,0.0003,-0.0086,-0.0193,-0.1016,0.0022,0.0965,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
