Date,Close,High,Low,Open,Volume,AK,TP,YB,AT,XL,LS,KK,SH,YJ,DR,DH,QA,NI,IF,FZ,KI,AI,ZP,YP,SQ,CP,CC,EP,BQ,PD,OD,BK,XC,MG,LG,YU,XA,DU,AZ,MU,GR,IH,DX,RO,HP
2026-08-24,115.0,116.0,113.0,115.0,7831400,-0.0995,0.0,-0.0152,0.0,-0.0303,0.0,0.1955,0.0,0.0,0.0,0.0053,-0.0005,0.001,0.0,0.0,0.0013,0.0,-0.0316,0.0029,0.0092,-0.0556,0.0374,-0.0007,0.012,0.0036,-0.0046,-0.0336,0.012,0.0,0.0066,0.0,-0.0006,0.0,-0.0003,0.0,-0.0144,0.0,0.0,0.0,-0.0
2026-08-26,114.0,119.0,109.0,115.0,34218500,-0.0429,-0.0024,-0.0182,-0.0017,-0.4231,0.0,0.0946,0.0001,0.0001,-0.0006,-0.0114,-0.0034,-0.0935,0.0,0.0,-0.0,0.0,0.0015,0.004,-0.0587,0.6321,-0.1433,-0.0123,0.0186,0.0203,-0.0104,-0.0004,0.02,0.0026,0.0008,0.0001,0.005,0.0112,0.0007,0.0,0.006,-0.0009,-0.0002,0.0058,0.0
2026-08-27,115.0,116.0,111.0,115.0,21946000,0.137,-0.0017,-0.0188,0.0017,0.4382,0.0073,-0.004,0.0056,0.0,-0.0032,0.0009,-0.0018,0.0032,-0.0001,0.0,0.0011,0.0056,0.0556,0.0008,0.0073,-0.6589,0.0405,-0.0003,-0.0183,0.037,-0.0176,0.0046,-0.0699,0.0021,0.0034,-0.0001,0.0071,-0.0115,0.0039,-0.0,0.0433,0.0,0.0,0.0,0.0
2026-08-28,113.0,116.0,113.0,115.0,8288700,-0.0104,0.0011,0.0039,0.0,0.0522,-0.0071,-0.0722,-0.0057,0.0023,0.003,-0.0006,0.0,0.0058,0.0,-0.0,0.0012,-0.0058,-0.0417,0.0257,0.0068,0.0216,-0.0168,0.0007,0.0106,-0.0128,0.0095,-0.0009,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
