Date,Close,High,Low,Open,Volume,YU,PD,KI,AZ,RO,LS,CC,KK,HP,YP,NI,SQ,OD,QA,XC,XL,LG,CP,BQ,ZP,TF,AO,AG,DH,TP,YJ
2026-08-24,62.0,63.0,61.0,63.0,1005700,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0023,0.0061,0.0,0.0029,0.006,-0.0,-0.0193,0.0001,0.0035,-0.0012,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005
2026-08-26,62.0,63.0,60.0,63.0,510800,0.0012,0.0056,0.0,0.0002,0.0001,0.0,-0.0034,0.0015,0.0,-0.0057,-0.0018,0.0031,0.0032,-0.0001,0.0027,-0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,-0.005
2026-08-27,62.0,63.0,59.0,63.0,2627100,0.0061,0.0001,0.0,-0.0,-0.0001,0.0027,-0.002,0.003,0.0,0.0,0.0082,0.0287,-0.0009,-0.0,0.0019,0.0384,0.0009,-0.014,0.0,0.0002,-200.0,-0.0733,0.0,0.0,0.0,0.0
2026-08-28,62.0,63.0,60.0,62.0,998700,0.0,-0.0003,0.0,-0.0002,-0.0002,-0.0028,0.004,0.001,0.0,-0.0045,0.0012,0.0,-0.016,0.0028,0.0026,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
