Date,Close,High,Low,Open,Volume,PD,CC,YP,ZP,XL,LS,CP,OD,AT,BQ,EP,XC
2026-08-24,460.0,466.0,452.0,454.0,6000,0.0016,-0.0003,0.0,0.0,-0.0013,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2026-08-26,460.0,464.0,448.0,460.0,12600,0.0,-0.0012,-0.0006,0.0,0.0031,0.0,0.0,0.0,-0.0014,0.0,0.0,0.0
2026-08-27,464.0,466.0,454.0,460.0,4500,-0.0002,0.0,-0.0014,0.0,0.002,0.0,0.0,-0.0003,0.0,0.0,0.0,0.0
2026-08-28,464.0,464.0,454.0,464.0,900,0.0001,600.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
