Date,Close,High,Low,Open,Volume,AK,TP,BR,YB,AT,XL,LS,KK,FS,GI,IF,NI,KI,ZP,YP,PC,CP,CC,DX,CD,BQ,PD,XC,OD,RO,SQ,SF,DH,AZ,EP,GR,IH
2026-08-24,308.0,308.0,304.0,306.0,173100,0.0069,0.0,0.0,0.0,-600.0,-0.0015,0.0,0.0001,0.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,0.0,-0.0288,-0.0127,0.0005,-0.003,0.0154,0.0,0.0,0.0062,0.0,0.0,0.0172
2026-08-26,304.0,308.0,304.0,308.0,329500,0.0043,0.0,0.0005,0.0,-0.0,-0.0065,0.0,0.0,0.0,0.0,0.0,0.0076,-0.0002,0.0499,-0.0031,0.0,0.0,0.0216,0.0,0.0,-0.0,-0.0001,-0.0111,0.0001,-0.0436,0.0053,0.0,0.0,0.0,-0.0246,0.0,0.0
2026-08-27,308.0,310.0,306.0,308.0,195500,0.0051,0.0001,0.0,0.0,0.0002,0.016,-0.0001,-0.0031,0.0,0.0,0.0,-0.0002,-0.0002,0.0,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0,-0.0003,-0.0032,0.0006,-0.0034,0.0003,-0.0076,0.0,-0.0005,-0.0011,-0.0031,0.0
2026-08-28,312.0,312.0,308.0,308.0,284000,0.0043,-0.0012,0.0025,0.0001,-0.0002,-0.0101,-0.0003,0.0044,-0.0012,-0.0001,0.0,0.0007,-0.0,-0.0016,-0.0003,-200.0,-0.0036,0.0206,0.0,-0.0001,-0.0003,0.0011,0.0086,-0.0007,-0.0228,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
