Date,Close,High,Low,Open,Volume,AZ,HP,QA,EP,HD,SQ,GR,KI,YP,BR,AI,YU,PI,CC,LG,RS,OD,JB,AT,CP,TP,KK,XL,XA,RB,YB,BQ,XC,PD,YJ,DH,NI,AO,DR,MG,RO,TF,DX,FS,AG,ZP,LS,SH
2026-08-24,246.0,246.0,222.0,226.0,6725200,0.0089,-0.0225,0.0002,0.0015,0.0191,-0.0042,-0.01,0.0,0.0476,0.009,0.0021,-0.0,0.0,-0.2888,-0.0023,0.0,-0.1591,0.0,0.0199,0.0424,0.0,0.0009,0.2868,-0.0805,0.0,0.0004,-0.0,-0.1614,-0.0638,0.0079,-0.0047,-0.0049,0.0061,-0.0001,-0.0028,-0.0081,0.0015,-0.0025,0.0,-800.0,0.3546,-0.0005,0.0073
2026-08-26,268.0,270.0,222.0,252.0,17379600,-0.1116,-0.0071,0.0001,-0.0011,-0.022,0.0991,-0.0201,-0.0004,-0.3084,-0.0534,0.0109,0.0,0.0,0.024,0.0371,0.0,0.0121,0.0001,0.0,0.1253,0.0,0.0373,-0.0749,-0.0106,0.0,0.0317,0.0098,-0.0294,0.0168,-0.0124,0.003,0.0271,-0.003,0.0037,0.2147,0.0007,0.0,0.0006,0.0002,-0.0,0.0,0.0,0.0
2026-08-27,294.0,294.0,268.0,270.0,10665400,-0.0238,0.0063,0.0075,-0.0,0.0029,-0.1491,0.0015,0.0001,0.3506,-0.1305,-0.0882,-0.0001,-0.0,0.244,-0.0066,0.0,0.004,0.0001,-0.0001,0.2462,0.0,0.0301,0.1217,-0.0249,0.0004,-0.0,0.0179,0.0036,-0.3562,-0.0231,0.0003,-0.0206,-0.0073,-0.0283,-0.1827,-0.001,0.0012,0.0044,0.0,0.0,0.0,0.0,0.0
2026-08-28,322.0,322.0,300.0,308.0,10007300,-0.1749,0.01,0.0005,0.0195,-0.0033,0.0128,0.0819,-0.0001,0.1236,0.0052,-0.0001,-0.0002,0.0,-0.342,0.4353,-0.0,0.0148,0.0001,0.0059,0.2236,-0.0,-0.0421,0.246,0.002,-0.0004,0.0154,0.0565,0.079,-0.4389,0.0443,-0.0298,-0.0179,0.011,-0.0113,-0.328,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
