Date,Close,High,Low,Open,Volume,AK,YB,MG,YP,XL,CC,EP,AG,FS,PD,XC,OD,BK,ZP,AT,HD,KK,NI,XA,CP,BQ,GR,LG,YU
2026-08-24,440.0,442.0,434.0,442.0,87600,-0.0107,0.0,0.0,0.0,-0.0025,-0.0089,0.0,0.0,0.0216,0.0004,200.0,0.0,-0.0002,0.0,0.0,200.0,-0.0015,-0.0027,0.0,0.0,0.0,0.0,0.0,0.0044
2026-08-26,440.0,450.0,438.0,440.0,298100,-0.014,0.0002,0.0,0.0003,0.0504,-0.02,0.0,-0.0137,0.0329,-0.004,0.0015,0.0,-0.0002,-0.0186,0.0,0.0,-0.0189,0.0,0.0,0.0044,0.0003,0.0,-0.0004,0.0
2026-08-27,444.0,448.0,440.0,440.0,201300,-0.0086,0.0,0.0,-0.0026,-0.0355,-0.0033,0.0,-0.0038,0.0573,0.0,-0.0068,0.0009,-0.0002,-0.0103,0.021,0.0,-0.0004,-0.0097,-0.0,0.0022,-0.0,-0.0002,0.0,0.0
2026-08-28,444.0,446.0,442.0,444.0,165300,-0.0083,0.0163,0.0093,-0.0005,-0.0123,-0.0115,-0.0111,-0.015,0.0377,0.0004,-0.0054,0.0013,-0.0009,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
