Date,Close,High,Low,Open,Volume,YU,CD,AG,CC,HD,NI,DR,KK,XC,AZ,GR,PD,TP,IF,DH,AK,RO,AT,YP,XL,CP,OD,HP,KI,SQ,ZP,BK,PI,BB,YJ,DX,YB,LG,LS,AI,BQ,EP,FS,FZ,KZ,GI,RX,AO
2026-08-24,1845.0,1865.0,1825.0,1825.0,5050200,0.0009,0.0,0.0,0.3499,0.0183,-0.0417,-0.2327,-0.0033,-0.0135,0.0092,-0.0088,-0.2675,-0.0052,-0.0382,-0.0004,0.1819,0.0029,0.0558,-0.0961,-0.1389,-0.0921,-0.0067,-0.0173,0.0,-0.1725,4.6,-0.953,0.0,-0.1861,0.0,0.0,-0.0,-5.4,0.0,-0.0093,0.0004,0.0159,0.0,-0.0093,-0.2482,0.0002,2.7,0.0049
2026-08-26,1860.0,1885.0,1825.0,1845.0,7558900,-6.8,0.0,0.0,1.7,-0.0093,0.0006,-0.3182,-0.0017,0.0046,-0.0037,0.0,-0.2205,-0.0009,-0.0006,0.0,-0.8315,-0.0344,-0.0008,-0.1138,0.005,-0.2053,-0.0387,-0.0054,0.0,-0.0566,6.2,-2.8,0.0,-0.9899,-0.0056,-0.0004,-0.0,0.651,0.0,0.0,0.0,-0.0002,-0.0009,-0.0047,3.9,0.0,0.0,0.0
2026-08-27,1875.0,1900.0,1860.0,1865.0,6779200,-7.6,-0.0007,0.0,1.1,-0.0077,-0.0428,0.0005,0.0852,-0.3985,-0.0006,-0.005,-0.0393,0.0,0.0002,-0.0124,3.6,0.0,-0.0048,-0.0359,0.0483,0.0015,-0.0113,0.0,0.0006,-0.0077,5.4,-2.1,-0.0,-0.2304,-0.0057,0.0935,0.0,0.0425,0.187,-0.019,0.0002,-0.0195,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1875.0,1920.0,1875.0,1900.0,2290300,-0.8691,0.0002,0.0002,0.7624,0.0106,0.0154,-0.0019,-0.029,-0.001,0.0053,0.0019,-1.2,-0.0009,-0.0002,0.0024,-0.4124,-0.0019,-0.0607,-0.0554,-0.1167,0.0004,1.1,0.0011,0.0051,-0.0854,1.2,-0.3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
